"threshold","tpr","fpr","precision","network","network_label","n","n_f"
0.81,0.806451612903226,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.82,0.774193548387097,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.83,0.774193548387097,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.84,0.774193548387097,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.85,0.741935483870968,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.86,0.741935483870968,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.87,0.709677419354839,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.88,0.709677419354839,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.89,0.709677419354839,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.9,0.67741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.91,0.67741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.92,0.645161290322581,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.93,0.645161290322581,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.94,0.580645161290323,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.95,0.483870967741935,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.96,0.483870967741935,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.97,0.354838709677419,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.98,0.225806451612903,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0.99,0.193548387096774,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
1,0.0645161290322581,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",100,"100"
0,1,1,0.147619047619048,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.01,1,0.988826815642458,0.149038461538462,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.02,1,0.849162011173184,0.169398907103825,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.03,1,0.597765363128492,0.22463768115942,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.04,1,0.312849162011173,0.35632183908046,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.05,1,0.145251396648045,0.543859649122807,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.06,1,0.0726256983240224,0.704545454545455,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.07,1,0.0558659217877095,0.75609756097561,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.08,1,0.0502793296089385,0.775,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.09,1,0.0391061452513966,0.815789473684211,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.1,1,0.0391061452513966,0.815789473684211,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.11,1,0.0335195530726257,0.837837837837838,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.12,1,0.0279329608938547,0.861111111111111,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.13,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.14,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.15,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.16,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.17,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.18,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.19,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.2,1,0.0223463687150838,0.885714285714286,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.21,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.22,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.23,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.24,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.25,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.26,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.27,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.28,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.29,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.3,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.31,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.32,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.33,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.34,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.35,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.36,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.37,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.38,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.39,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.4,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.41,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.42,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.43,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.44,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.45,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.46,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.47,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.48,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.49,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.5,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.51,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.52,1,0.0111731843575419,0.939393939393939,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.53,1,0.00558659217877095,0.96875,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.54,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.55,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.56,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.57,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.58,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.59,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.6,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.61,0.967741935483871,0.00558659217877095,0.967741935483871,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.62,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.63,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.64,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.65,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.66,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.67,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.68,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.69,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.7,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.71,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.72,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.73,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.74,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.75,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.76,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.77,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.78,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.79,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.8,0.967741935483871,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.81,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.82,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.83,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.84,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.85,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.86,0.935483870967742,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.87,0.903225806451613,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.88,0.903225806451613,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.89,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.9,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.91,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.92,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.93,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.94,0.870967741935484,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.95,0.838709677419355,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.96,0.806451612903226,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.97,0.774193548387097,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.98,0.709677419354839,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0.99,0.709677419354839,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
1,0.548387096774194,0,1,"A_baseline_only","A: Baseline-only (21 nodes)",200,"200"
0,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.01,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.02,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.03,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.04,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.05,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.06,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.07,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.08,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.09,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.1,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.11,1,0.987394957983193,0.139194139194139,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.12,1,0.970588235294118,0.141263940520446,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.13,1,0.932773109243697,0.146153846153846,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.14,1,0.873949579831933,0.154471544715447,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.15,1,0.781512605042017,0.169642857142857,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.16,1,0.672268907563025,0.191919191919192,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.17,1,0.57563025210084,0.217142857142857,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.18,1,0.453781512605042,0.26027397260274,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.19,0.973684210526316,0.319327731092437,0.327433628318584,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.2,0.973684210526316,0.205882352941176,0.430232558139535,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.21,0.973684210526316,0.130252100840336,0.544117647058823,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.22,0.947368421052632,0.0672268907563025,0.692307692307692,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.23,0.947368421052632,0.0252100840336134,0.857142857142857,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.24,0.947368421052632,0.0210084033613445,0.878048780487805,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.25,0.947368421052632,0.0210084033613445,0.878048780487805,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.26,0.947368421052632,0.0168067226890756,0.9,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.27,0.921052631578947,0.0168067226890756,0.897435897435897,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.28,0.894736842105263,0.0126050420168067,0.918918918918919,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.29,0.894736842105263,0.00840336134453781,0.944444444444444,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.3,0.894736842105263,0.00840336134453781,0.944444444444444,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.31,0.894736842105263,0.00420168067226891,0.971428571428571,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.32,0.894736842105263,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.33,0.894736842105263,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.34,0.894736842105263,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.35,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.36,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.37,0.815789473684211,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.38,0.815789473684211,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.39,0.789473684210526,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.4,0.789473684210526,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.41,0.736842105263158,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.42,0.710526315789474,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.43,0.657894736842105,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.44,0.631578947368421,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.45,0.605263157894737,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.46,0.605263157894737,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.47,0.526315789473684,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.48,0.5,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.49,0.5,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.5,0.473684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.51,0.421052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.52,0.342105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.53,0.342105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.54,0.315789473684211,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.55,0.315789473684211,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.56,0.289473684210526,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.57,0.236842105263158,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.58,0.210526315789474,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.59,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.6,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.61,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.62,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.63,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.64,0.184210526315789,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.65,0.131578947368421,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.66,0.131578947368421,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.67,0.131578947368421,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.68,0.131578947368421,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.69,0.105263157894737,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.7,0.0789473684210526,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.71,0.0789473684210526,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.72,0.0263157894736842,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.73,0.0263157894736842,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.74,0.0263157894736842,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.75,0.0263157894736842,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.76,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.77,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.78,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.79,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.8,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.81,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.82,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.83,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.84,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.85,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.86,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.87,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.88,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.89,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.9,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.91,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.92,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.93,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.94,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.95,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.96,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.97,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.98,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0.99,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
1,0,0,NA,"B_with_time","B: Baseline + early-change (24 nodes)",20,"20"
0,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.01,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.02,1,1,0.13768115942029,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.03,1,0.991596638655462,0.138686131386861,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.04,1,0.92436974789916,0.147286821705426,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.05,1,0.781512605042017,0.169642857142857,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.06,1,0.630252100840336,0.202127659574468,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.07,1,0.441176470588235,0.265734265734266,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.08,1,0.302521008403361,0.345454545454545,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.09,1,0.180672268907563,0.469135802469136,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.1,1,0.109243697478992,0.59375,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.11,1,0.0672268907563025,0.703703703703704,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.12,1,0.0420168067226891,0.791666666666667,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.13,1,0.0210084033613445,0.883720930232558,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.14,1,0.0126050420168067,0.926829268292683,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.15,1,0.00840336134453781,0.95,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.16,0.973684210526316,0.00840336134453781,0.948717948717949,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.17,0.973684210526316,0.00420168067226891,0.973684210526316,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.18,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.19,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.2,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.21,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.22,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.23,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.24,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.25,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.26,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.27,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.28,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.29,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.3,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.31,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.32,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.33,0.973684210526316,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.34,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.35,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.36,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.37,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.38,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.39,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.4,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.41,0.947368421052632,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.42,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.43,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.44,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.45,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.46,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.47,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.48,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.49,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.5,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.51,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.52,0.921052631578947,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.53,0.894736842105263,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.54,0.894736842105263,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.55,0.868421052631579,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.56,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.57,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.58,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.59,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
0.6,0.842105263157895,0,1,"B_with_time","B: Baseline + early-change (24 nodes)",60,"60"
