"tp","fp","fn","tn","precision","sensitivity","specificity","f1","shd","response_precision","response_recall","response_true_edges","network","n","rep"
14,11,10,85,0.56,0.583333333333333,0.885416666666667,0.571428571428571,28,0,0,5,"A_baseline_only",30,39
18,16,13,124,0.529411764705882,0.580645161290323,0.885714285714286,0.553846153846154,44,1,0.714285714285714,7,"B_with_time",30,39
16,6,8,90,0.727272727272727,0.666666666666667,0.9375,0.695652173913043,23,1,0.4,5,"A_baseline_only",40,39
24,13,7,127,0.648648648648649,0.774193548387097,0.907142857142857,0.705882352941176,30,1,0.857142857142857,7,"B_with_time",40,39
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,22,1,0.4,5,"A_baseline_only",50,39
21,13,10,127,0.617647058823529,0.67741935483871,0.907142857142857,0.646153846153846,35,0.75,0.857142857142857,7,"B_with_time",50,39
18,6,6,90,0.75,0.75,0.9375,0.75,23,0.833333333333333,1,5,"A_baseline_only",60,39
24,7,7,133,0.774193548387097,0.774193548387097,0.95,0.774193548387097,26,1,0.714285714285714,7,"B_with_time",60,39
20,3,4,93,0.869565217391304,0.833333333333333,0.96875,0.851063829787234,16,1,0.4,5,"A_baseline_only",75,39
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,34,0.833333333333333,0.714285714285714,7,"B_with_time",75,39
19,8,5,88,0.703703703703704,0.791666666666667,0.916666666666667,0.745098039215686,27,1,0.6,5,"A_baseline_only",100,39
23,16,8,124,0.58974358974359,0.741935483870968,0.885714285714286,0.657142857142857,38,0.777777777777778,1,7,"B_with_time",100,39
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,20,1,1,5,"A_baseline_only",150,39
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,30,0.777777777777778,1,7,"B_with_time",150,39
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,14,1,1,5,"A_baseline_only",200,39
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,34,1,0.857142857142857,7,"B_with_time",200,39
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,17,1,1,5,"A_baseline_only",300,39
26,12,5,128,0.684210526315789,0.838709677419355,0.914285714285714,0.753623188405797,29,0.875,1,7,"B_with_time",300,39
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,6,1,1,5,"A_baseline_only",500,39
29,15,2,125,0.659090909090909,0.935483870967742,0.892857142857143,0.773333333333333,30,0.875,1,7,"B_with_time",500,39
9,19,15,77,0.321428571428571,0.375,0.802083333333333,0.346153846153846,41,0.2,0.2,5,"A_baseline_only",20,40
16,14,15,126,0.533333333333333,0.516129032258065,0.9,0.524590163934426,37,0.666666666666667,0.571428571428571,7,"B_with_time",20,40
11,12,13,84,0.478260869565217,0.458333333333333,0.875,0.468085106382979,35,0,0,5,"A_baseline_only",30,40
14,21,17,119,0.4,0.451612903225806,0.85,0.424242424242424,45,0.8,0.571428571428571,7,"B_with_time",30,40
12,13,12,83,0.48,0.5,0.864583333333333,0.489795918367347,31,0.666666666666667,0.4,5,"A_baseline_only",40,40
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,37,0.833333333333333,0.714285714285714,7,"B_with_time",40,40
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,24,0.75,0.6,5,"A_baseline_only",50,40
25,14,6,126,0.641025641025641,0.806451612903226,0.9,0.714285714285714,33,1,0.714285714285714,7,"B_with_time",50,40
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,18,0.75,0.6,5,"A_baseline_only",60,40
20,11,11,129,0.645161290322581,0.645161290322581,0.921428571428571,0.645161290322581,35,0.777777777777778,1,7,"B_with_time",60,40
19,4,5,92,0.826086956521739,0.791666666666667,0.958333333333333,0.808510638297872,14,0.6,0.6,5,"A_baseline_only",75,40
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,27,1,1,7,"B_with_time",75,40
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,22,1,0.6,5,"A_baseline_only",100,40
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,30,0.875,1,7,"B_with_time",100,40
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,11,0.833333333333333,1,5,"A_baseline_only",150,40
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,28,1,1,7,"B_with_time",150,40
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,15,1,1,5,"A_baseline_only",200,40
28,8,3,132,0.777777777777778,0.903225806451613,0.942857142857143,0.835820895522388,23,1,1,7,"B_with_time",200,40
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,15,0.833333333333333,1,5,"A_baseline_only",300,40
29,8,2,132,0.783783783783784,0.935483870967742,0.942857142857143,0.852941176470588,27,1,1,7,"B_with_time",300,40
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,15,1,0.8,5,"A_baseline_only",500,40
29,17,2,123,0.630434782608696,0.935483870967742,0.878571428571429,0.753246753246753,31,0.875,1,7,"B_with_time",500,40
12,12,12,84,0.5,0.5,0.875,0.5,31,1,0.4,5,"A_baseline_only",20,41
13,25,18,115,0.342105263157895,0.419354838709677,0.821428571428571,0.376811594202899,51,0.666666666666667,0.285714285714286,7,"B_with_time",20,41
10,12,14,84,0.454545454545455,0.416666666666667,0.875,0.434782608695652,33,0.5,0.4,5,"A_baseline_only",30,41
17,18,14,122,0.485714285714286,0.548387096774194,0.871428571428571,0.515151515151515,43,0.8,0.571428571428571,7,"B_with_time",30,41
19,10,5,86,0.655172413793103,0.791666666666667,0.895833333333333,0.716981132075472,30,1,0.8,5,"A_baseline_only",40,41
25,12,6,128,0.675675675675676,0.806451612903226,0.914285714285714,0.735294117647059,26,1,0.714285714285714,7,"B_with_time",40,41
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,21,0.666666666666667,0.8,5,"A_baseline_only",50,41
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,32,0.857142857142857,0.857142857142857,7,"B_with_time",50,41
18,8,6,88,0.692307692307692,0.75,0.916666666666667,0.72,26,0.8,0.8,5,"A_baseline_only",60,41
21,10,10,130,0.67741935483871,0.67741935483871,0.928571428571429,0.67741935483871,32,1,0.571428571428571,7,"B_with_time",60,41
20,5,4,91,0.8,0.833333333333333,0.947916666666667,0.816326530612245,11,1,0.8,5,"A_baseline_only",75,41
28,8,3,132,0.777777777777778,0.903225806451613,0.942857142857143,0.835820895522388,29,1,0.857142857142857,7,"B_with_time",75,41
21,1,3,95,0.954545454545455,0.875,0.989583333333333,0.91304347826087,14,1,1,5,"A_baseline_only",100,41
26,12,5,128,0.684210526315789,0.838709677419355,0.914285714285714,0.753623188405797,27,1,1,7,"B_with_time",100,41
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,20,1,1,5,"A_baseline_only",150,41
28,5,3,135,0.848484848484849,0.903225806451613,0.964285714285714,0.875,18,1,1,7,"B_with_time",150,41
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,20,0.833333333333333,1,5,"A_baseline_only",200,41
29,9,2,131,0.763157894736842,0.935483870967742,0.935714285714286,0.840579710144928,26,1,1,7,"B_with_time",200,41
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,17,1,1,5,"A_baseline_only",300,41
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,26,0.875,1,7,"B_with_time",300,41
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,8,1,1,5,"A_baseline_only",500,41
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,22,0.875,1,7,"B_with_time",500,41
8,21,16,75,0.275862068965517,0.333333333333333,0.78125,0.30188679245283,43,0.5,0.2,5,"A_baseline_only",20,42
17,24,14,116,0.414634146341463,0.548387096774194,0.828571428571429,0.472222222222222,48,0.833333333333333,0.714285714285714,7,"B_with_time",20,42
14,11,10,85,0.56,0.583333333333333,0.885416666666667,0.571428571428571,29,0.6,0.6,5,"A_baseline_only",30,42
21,16,10,124,0.567567567567568,0.67741935483871,0.885714285714286,0.617647058823529,33,0.714285714285714,0.714285714285714,7,"B_with_time",30,42
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,19,1,1,5,"A_baseline_only",40,42
22,14,9,126,0.611111111111111,0.709677419354839,0.9,0.656716417910448,39,1,1,7,"B_with_time",40,42
15,9,9,87,0.625,0.625,0.90625,0.625,28,0.666666666666667,0.4,5,"A_baseline_only",50,42
22,9,9,131,0.709677419354839,0.709677419354839,0.935714285714286,0.709677419354839,30,1,0.857142857142857,7,"B_with_time",50,42
17,5,7,91,0.772727272727273,0.708333333333333,0.947916666666667,0.739130434782609,25,0.333333333333333,0.2,5,"A_baseline_only",60,42
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,29,0.875,1,7,"B_with_time",60,42
18,6,6,90,0.75,0.75,0.9375,0.75,24,1,0.6,5,"A_baseline_only",75,42
22,11,9,129,0.666666666666667,0.709677419354839,0.921428571428571,0.6875,30,0.666666666666667,0.857142857142857,7,"B_with_time",75,42
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,12,1,1,5,"A_baseline_only",100,42
23,7,8,133,0.766666666666667,0.741935483870968,0.95,0.754098360655738,30,1,0.857142857142857,7,"B_with_time",100,42
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,14,1,0.6,5,"A_baseline_only",150,42
27,13,4,127,0.675,0.870967741935484,0.907142857142857,0.76056338028169,26,0.875,1,7,"B_with_time",150,42
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,6,1,1,5,"A_baseline_only",200,42
28,7,3,133,0.8,0.903225806451613,0.95,0.848484848484849,23,0.875,1,7,"B_with_time",200,42
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,14,1,1,5,"A_baseline_only",300,42
28,10,3,130,0.736842105263158,0.903225806451613,0.928571428571429,0.811594202898551,24,0.875,1,7,"B_with_time",300,42
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,11,1,1,5,"A_baseline_only",500,42
29,12,2,128,0.707317073170732,0.935483870967742,0.914285714285714,0.805555555555556,22,0.875,1,7,"B_with_time",500,42
12,16,12,80,0.428571428571429,0.5,0.833333333333333,0.461538461538462,33,1,0.4,5,"A_baseline_only",20,43
15,17,16,123,0.46875,0.483870967741935,0.878571428571429,0.476190476190476,43,1,0.714285714285714,7,"B_with_time",20,43
13,10,11,86,0.565217391304348,0.541666666666667,0.895833333333333,0.553191489361702,30,1,0.6,5,"A_baseline_only",30,43
17,15,14,125,0.53125,0.548387096774194,0.892857142857143,0.53968253968254,39,0.666666666666667,0.571428571428571,7,"B_with_time",30,43
15,10,9,86,0.6,0.625,0.895833333333333,0.612244897959184,28,0.6,0.6,5,"A_baseline_only",40,43
17,10,14,130,0.62962962962963,0.548387096774194,0.928571428571429,0.586206896551724,31,1,0.714285714285714,7,"B_with_time",40,43
19,8,5,88,0.703703703703704,0.791666666666667,0.916666666666667,0.745098039215686,25,1,0.6,5,"A_baseline_only",50,43
19,13,12,127,0.59375,0.612903225806452,0.907142857142857,0.603174603174603,32,0.833333333333333,0.714285714285714,7,"B_with_time",50,43
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,23,1,0.8,5,"A_baseline_only",60,43
25,13,6,127,0.657894736842105,0.806451612903226,0.907142857142857,0.72463768115942,28,0.857142857142857,0.857142857142857,7,"B_with_time",60,43
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,22,0.714285714285714,1,5,"A_baseline_only",75,43
22,12,9,128,0.647058823529412,0.709677419354839,0.914285714285714,0.676923076923077,33,0.75,0.857142857142857,7,"B_with_time",75,43
18,9,6,87,0.666666666666667,0.75,0.90625,0.705882352941177,25,0.666666666666667,0.4,5,"A_baseline_only",100,43
26,15,5,125,0.634146341463415,0.838709677419355,0.892857142857143,0.722222222222222,38,0.833333333333333,0.714285714285714,7,"B_with_time",100,43
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,18,0.666666666666667,0.8,5,"A_baseline_only",150,43
26,10,5,130,0.722222222222222,0.838709677419355,0.928571428571429,0.776119402985075,28,0.857142857142857,0.857142857142857,7,"B_with_time",150,43
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,15,1,1,5,"A_baseline_only",200,43
25,10,6,130,0.714285714285714,0.806451612903226,0.928571428571429,0.757575757575758,21,1,1,7,"B_with_time",200,43
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,13,1,1,5,"A_baseline_only",300,43
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,29,0.777777777777778,1,7,"B_with_time",300,43
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,13,1,1,5,"A_baseline_only",500,43
28,16,3,124,0.636363636363636,0.903225806451613,0.885714285714286,0.746666666666667,32,0.875,1,7,"B_with_time",500,43
12,17,12,79,0.413793103448276,0.5,0.822916666666667,0.452830188679245,35,0.571428571428571,0.8,5,"A_baseline_only",20,44
20,15,11,125,0.571428571428571,0.645161290322581,0.892857142857143,0.606060606060606,40,1,0.285714285714286,7,"B_with_time",20,44
17,7,7,89,0.708333333333333,0.708333333333333,0.927083333333333,0.708333333333333,23,1,0.2,5,"A_baseline_only",30,44
19,22,12,118,0.463414634146341,0.612903225806452,0.842857142857143,0.527777777777778,41,0.666666666666667,0.571428571428571,7,"B_with_time",30,44
15,7,9,89,0.681818181818182,0.625,0.927083333333333,0.652173913043478,25,0.75,0.6,5,"A_baseline_only",40,44
23,11,8,129,0.676470588235294,0.741935483870968,0.921428571428571,0.707692307692308,33,0.75,0.857142857142857,7,"B_with_time",40,44
16,5,8,91,0.761904761904762,0.666666666666667,0.947916666666667,0.711111111111111,22,1,0.6,5,"A_baseline_only",50,44
22,20,9,120,0.523809523809524,0.709677419354839,0.857142857142857,0.602739726027397,41,0.875,1,7,"B_with_time",50,44
18,7,6,89,0.72,0.75,0.927083333333333,0.73469387755102,23,1,0.8,5,"A_baseline_only",60,44
26,10,5,130,0.722222222222222,0.838709677419355,0.928571428571429,0.776119402985075,27,0.833333333333333,0.714285714285714,7,"B_with_time",60,44
18,5,6,91,0.782608695652174,0.75,0.947916666666667,0.765957446808511,21,0.75,0.6,5,"A_baseline_only",75,44
23,6,8,134,0.793103448275862,0.741935483870968,0.957142857142857,0.766666666666667,32,1,0.571428571428571,7,"B_with_time",75,44
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,24,0.8,0.8,5,"A_baseline_only",100,44
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,25,1,1,7,"B_with_time",100,44
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,16,1,1,5,"A_baseline_only",150,44
26,11,5,129,0.702702702702703,0.838709677419355,0.921428571428571,0.764705882352941,24,0.875,1,7,"B_with_time",150,44
22,1,2,95,0.956521739130435,0.916666666666667,0.989583333333333,0.936170212765957,10,1,1,5,"A_baseline_only",200,44
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,28,0.857142857142857,0.857142857142857,7,"B_with_time",200,44
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,15,1,1,5,"A_baseline_only",300,44
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,29,1,1,7,"B_with_time",300,44
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,11,0.714285714285714,1,5,"A_baseline_only",500,44
30,11,1,129,0.731707317073171,0.967741935483871,0.921428571428571,0.833333333333333,30,0.875,1,7,"B_with_time",500,44
9,19,15,77,0.321428571428571,0.375,0.802083333333333,0.346153846153846,38,0.5,0.2,5,"A_baseline_only",20,45
17,16,14,124,0.515151515151515,0.548387096774194,0.885714285714286,0.53125,41,1,0.714285714285714,7,"B_with_time",20,45
15,13,9,83,0.535714285714286,0.625,0.864583333333333,0.576923076923077,31,1,0.6,5,"A_baseline_only",30,45
14,13,17,127,0.518518518518518,0.451612903225806,0.907142857142857,0.482758620689655,38,0.75,0.857142857142857,7,"B_with_time",30,45
14,7,10,89,0.666666666666667,0.583333333333333,0.927083333333333,0.622222222222222,24,1,0.6,5,"A_baseline_only",40,45
18,19,13,121,0.486486486486487,0.580645161290323,0.864285714285714,0.529411764705882,46,1,0.571428571428571,7,"B_with_time",40,45
14,6,10,90,0.7,0.583333333333333,0.9375,0.636363636363636,26,1,0.2,5,"A_baseline_only",50,45
16,15,15,125,0.516129032258065,0.516129032258065,0.892857142857143,0.516129032258065,42,0.666666666666667,0.571428571428571,7,"B_with_time",50,45
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,21,1,0.8,5,"A_baseline_only",60,45
21,12,10,128,0.636363636363636,0.67741935483871,0.914285714285714,0.65625,31,1,0.714285714285714,7,"B_with_time",60,45
17,6,7,90,0.739130434782609,0.708333333333333,0.9375,0.723404255319149,21,1,0.6,5,"A_baseline_only",75,45
24,15,7,125,0.615384615384615,0.774193548387097,0.892857142857143,0.685714285714286,39,1,1,7,"B_with_time",75,45
21,3,3,93,0.875,0.875,0.96875,0.875,13,1,1,5,"A_baseline_only",100,45
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,30,0.875,1,7,"B_with_time",100,45
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,7,1,1,5,"A_baseline_only",150,45
26,12,5,128,0.684210526315789,0.838709677419355,0.914285714285714,0.753623188405797,28,1,1,7,"B_with_time",150,45
21,6,3,90,0.777777777777778,0.875,0.9375,0.823529411764706,18,0.8,0.8,5,"A_baseline_only",200,45
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,36,0.857142857142857,0.857142857142857,7,"B_with_time",200,45
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,21,1,0.8,5,"A_baseline_only",300,45
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,26,1,1,7,"B_with_time",300,45
22,1,2,95,0.956521739130435,0.916666666666667,0.989583333333333,0.936170212765957,14,1,1,5,"A_baseline_only",500,45
29,16,2,124,0.644444444444444,0.935483870967742,0.885714285714286,0.763157894736842,31,0.875,1,7,"B_with_time",500,45
14,24,10,72,0.368421052631579,0.583333333333333,0.75,0.451612903225806,42,0.6,0.6,5,"A_baseline_only",20,46
13,27,18,113,0.325,0.419354838709677,0.807142857142857,0.366197183098592,52,0.5,0.571428571428571,7,"B_with_time",20,46
19,12,5,84,0.612903225806452,0.791666666666667,0.875,0.690909090909091,26,0.625,1,5,"A_baseline_only",30,46
17,12,14,128,0.586206896551724,0.548387096774194,0.914285714285714,0.566666666666667,38,0.8,0.571428571428571,7,"B_with_time",30,46
14,15,10,81,0.482758620689655,0.583333333333333,0.84375,0.528301886792453,33,0,0,5,"A_baseline_only",40,46
23,16,8,124,0.58974358974359,0.741935483870968,0.885714285714286,0.657142857142857,36,0.7,1,7,"B_with_time",40,46
16,8,8,88,0.666666666666667,0.666666666666667,0.916666666666667,0.666666666666667,26,0.75,0.6,5,"A_baseline_only",50,46
22,11,9,129,0.666666666666667,0.709677419354839,0.921428571428571,0.6875,29,1,0.857142857142857,7,"B_with_time",50,46
16,14,8,82,0.533333333333333,0.666666666666667,0.854166666666667,0.592592592592593,36,0.75,0.6,5,"A_baseline_only",60,46
23,8,8,132,0.741935483870968,0.741935483870968,0.942857142857143,0.741935483870968,24,1,0.714285714285714,7,"B_with_time",60,46
19,9,5,87,0.678571428571429,0.791666666666667,0.90625,0.730769230769231,22,0.571428571428571,0.8,5,"A_baseline_only",75,46
26,4,5,136,0.866666666666667,0.838709677419355,0.971428571428571,0.852459016393443,18,1,0.857142857142857,7,"B_with_time",75,46
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,20,1,1,5,"A_baseline_only",100,46
25,9,6,131,0.735294117647059,0.806451612903226,0.935714285714286,0.769230769230769,31,1,0.857142857142857,7,"B_with_time",100,46
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,20,1,1,5,"A_baseline_only",150,46
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,28,1,1,7,"B_with_time",150,46
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,9,1,1,5,"A_baseline_only",200,46
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,36,1,0.857142857142857,7,"B_with_time",200,46
23,1,1,95,0.958333333333333,0.958333333333333,0.989583333333333,0.958333333333333,9,1,1,5,"A_baseline_only",300,46
30,8,1,132,0.789473684210526,0.967741935483871,0.942857142857143,0.869565217391304,13,1,1,7,"B_with_time",300,46
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,14,1,0.8,5,"A_baseline_only",500,46
29,12,2,128,0.707317073170732,0.935483870967742,0.914285714285714,0.805555555555556,24,0.875,1,7,"B_with_time",500,46
13,14,11,82,0.481481481481481,0.541666666666667,0.854166666666667,0.509803921568627,32,0.75,0.6,5,"A_baseline_only",20,47
11,22,20,118,0.333333333333333,0.354838709677419,0.842857142857143,0.34375,49,0.666666666666667,0.571428571428571,7,"B_with_time",20,47
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,27,1,0.6,5,"A_baseline_only",30,47
17,13,14,127,0.566666666666667,0.548387096774194,0.907142857142857,0.557377049180328,36,1,0.857142857142857,7,"B_with_time",30,47
13,12,11,84,0.52,0.541666666666667,0.875,0.530612244897959,31,0,0,5,"A_baseline_only",40,47
21,11,10,129,0.65625,0.67741935483871,0.921428571428571,0.666666666666667,30,0.857142857142857,0.857142857142857,7,"B_with_time",40,47
15,10,9,86,0.6,0.625,0.895833333333333,0.612244897959184,27,0.333333333333333,0.2,5,"A_baseline_only",50,47
18,7,13,133,0.72,0.580645161290323,0.95,0.642857142857143,26,0.833333333333333,0.714285714285714,7,"B_with_time",50,47
16,8,8,88,0.666666666666667,0.666666666666667,0.916666666666667,0.666666666666667,25,0.666666666666667,0.4,5,"A_baseline_only",60,47
24,13,7,127,0.648648648648649,0.774193548387097,0.907142857142857,0.705882352941176,35,1,0.857142857142857,7,"B_with_time",60,47
19,6,5,90,0.76,0.791666666666667,0.9375,0.775510204081633,18,0.75,0.6,5,"A_baseline_only",75,47
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,31,0.875,1,7,"B_with_time",75,47
21,4,3,92,0.84,0.875,0.958333333333333,0.857142857142857,17,1,1,5,"A_baseline_only",100,47
24,9,7,131,0.727272727272727,0.774193548387097,0.935714285714286,0.75,30,1,1,7,"B_with_time",100,47
21,5,3,91,0.807692307692308,0.875,0.947916666666667,0.84,19,0.833333333333333,1,5,"A_baseline_only",150,47
28,6,3,134,0.823529411764706,0.903225806451613,0.957142857142857,0.861538461538462,23,1,1,7,"B_with_time",150,47
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,14,1,1,5,"A_baseline_only",200,47
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,33,0.777777777777778,1,7,"B_with_time",200,47
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,19,1,0.8,5,"A_baseline_only",300,47
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,27,0.875,1,7,"B_with_time",300,47
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,9,0.8,0.8,5,"A_baseline_only",500,47
31,5,0,135,0.861111111111111,1,0.964285714285714,0.925373134328358,10,1,1,7,"B_with_time",500,47
8,18,16,78,0.307692307692308,0.333333333333333,0.8125,0.32,38,0,0,5,"A_baseline_only",20,48
12,26,19,114,0.315789473684211,0.387096774193548,0.814285714285714,0.347826086956522,49,0.5,0.428571428571429,7,"B_with_time",20,48
15,12,9,84,0.555555555555556,0.625,0.875,0.588235294117647,30,0.5,0.4,5,"A_baseline_only",30,48
16,18,15,122,0.470588235294118,0.516129032258065,0.871428571428571,0.492307692307692,42,0.6,0.428571428571429,7,"B_with_time",30,48
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,27,1,0.4,5,"A_baseline_only",40,48
21,19,10,121,0.525,0.67741935483871,0.864285714285714,0.591549295774648,39,0.75,0.857142857142857,7,"B_with_time",40,48
17,7,7,89,0.708333333333333,0.708333333333333,0.927083333333333,0.708333333333333,22,0.571428571428571,0.8,5,"A_baseline_only",50,48
20,11,11,129,0.645161290322581,0.645161290322581,0.921428571428571,0.645161290322581,35,1,0.857142857142857,7,"B_with_time",50,48
17,7,7,89,0.708333333333333,0.708333333333333,0.927083333333333,0.708333333333333,21,0.6,0.6,5,"A_baseline_only",60,48
26,9,5,131,0.742857142857143,0.838709677419355,0.935714285714286,0.787878787878788,26,0.875,1,7,"B_with_time",60,48
18,4,6,92,0.818181818181818,0.75,0.958333333333333,0.782608695652174,21,1,0.6,5,"A_baseline_only",75,48
23,9,8,131,0.71875,0.741935483870968,0.935714285714286,0.73015873015873,31,0.75,0.857142857142857,7,"B_with_time",75,48
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,18,1,1,5,"A_baseline_only",100,48
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,35,1,1,7,"B_with_time",100,48
22,1,2,95,0.956521739130435,0.916666666666667,0.989583333333333,0.936170212765957,9,1,1,5,"A_baseline_only",150,48
30,9,1,131,0.769230769230769,0.967741935483871,0.935714285714286,0.857142857142857,17,0.875,1,7,"B_with_time",150,48
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,0.833333333333333,1,5,"A_baseline_only",200,48
26,15,5,125,0.634146341463415,0.838709677419355,0.892857142857143,0.722222222222222,37,0.75,0.857142857142857,7,"B_with_time",200,48
21,3,3,93,0.875,0.875,0.96875,0.875,18,1,0.8,5,"A_baseline_only",300,48
27,9,4,131,0.75,0.870967741935484,0.935714285714286,0.805970149253731,21,0.875,1,7,"B_with_time",300,48
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,14,1,0.8,5,"A_baseline_only",500,48
29,12,2,128,0.707317073170732,0.935483870967742,0.914285714285714,0.805555555555556,31,1,1,7,"B_with_time",500,48
11,18,13,78,0.379310344827586,0.458333333333333,0.8125,0.415094339622641,40,0.333333333333333,0.2,5,"A_baseline_only",20,49
10,28,21,112,0.263157894736842,0.32258064516129,0.8,0.289855072463768,57,0.333333333333333,0.428571428571429,7,"B_with_time",20,49
14,5,10,91,0.736842105263158,0.583333333333333,0.947916666666667,0.651162790697674,20,0.5,0.2,5,"A_baseline_only",30,49
16,16,15,124,0.5,0.516129032258065,0.885714285714286,0.507936507936508,42,0.6,0.428571428571429,7,"B_with_time",30,49
15,5,9,91,0.75,0.625,0.947916666666667,0.681818181818182,21,1,0.4,5,"A_baseline_only",40,49
21,14,10,126,0.6,0.67741935483871,0.9,0.636363636363636,37,1,0.714285714285714,7,"B_with_time",40,49
14,12,10,84,0.538461538461538,0.583333333333333,0.875,0.56,29,0.666666666666667,0.4,5,"A_baseline_only",50,49
18,16,13,124,0.529411764705882,0.580645161290323,0.885714285714286,0.553846153846154,39,0.714285714285714,0.714285714285714,7,"B_with_time",50,49
19,5,5,91,0.791666666666667,0.791666666666667,0.947916666666667,0.791666666666667,18,0.333333333333333,0.2,5,"A_baseline_only",60,49
