"tp","fp","fn","tn","precision","sensitivity","specificity","f1","shd","response_precision","response_recall","response_true_edges","network","n","rep"
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,12,1,1,5,"A_baseline_only",500,179
28,13,3,127,0.682926829268293,0.903225806451613,0.907142857142857,0.777777777777778,24,0.875,1,7,"B_with_time",500,179
11,17,13,79,0.392857142857143,0.458333333333333,0.822916666666667,0.423076923076923,37,0.5,0.2,5,"A_baseline_only",20,180
13,20,18,120,0.393939393939394,0.419354838709677,0.857142857142857,0.40625,44,0.75,0.857142857142857,7,"B_with_time",20,180
15,6,9,90,0.714285714285714,0.625,0.9375,0.666666666666667,24,0.333333333333333,0.2,5,"A_baseline_only",30,180
21,17,10,123,0.552631578947368,0.67741935483871,0.878571428571429,0.608695652173913,41,0.857142857142857,0.857142857142857,7,"B_with_time",30,180
16,5,8,91,0.761904761904762,0.666666666666667,0.947916666666667,0.711111111111111,22,1,0.6,5,"A_baseline_only",40,180
22,11,9,129,0.666666666666667,0.709677419354839,0.921428571428571,0.6875,33,0.857142857142857,0.857142857142857,7,"B_with_time",40,180
14,7,10,89,0.666666666666667,0.583333333333333,0.927083333333333,0.622222222222222,22,1,0.4,5,"A_baseline_only",50,180
21,13,10,127,0.617647058823529,0.67741935483871,0.907142857142857,0.646153846153846,36,0.875,1,7,"B_with_time",50,180
19,8,5,88,0.703703703703704,0.791666666666667,0.916666666666667,0.745098039215686,26,1,0.8,5,"A_baseline_only",60,180
22,15,9,125,0.594594594594595,0.709677419354839,0.892857142857143,0.647058823529412,37,1,0.857142857142857,7,"B_with_time",60,180
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,25,1,0.8,5,"A_baseline_only",75,180
23,9,8,131,0.71875,0.741935483870968,0.935714285714286,0.73015873015873,33,1,1,7,"B_with_time",75,180
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,22,1,0.8,5,"A_baseline_only",100,180
23,10,8,130,0.696969696969697,0.741935483870968,0.928571428571429,0.71875,28,0.857142857142857,0.857142857142857,7,"B_with_time",100,180
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,0.833333333333333,1,5,"A_baseline_only",150,180
26,8,5,132,0.764705882352941,0.838709677419355,0.942857142857143,0.8,29,1,0.857142857142857,7,"B_with_time",150,180
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,17,1,1,5,"A_baseline_only",200,180
25,11,6,129,0.694444444444444,0.806451612903226,0.921428571428571,0.746268656716418,25,1,1,7,"B_with_time",200,180
23,6,1,90,0.793103448275862,0.958333333333333,0.9375,0.867924528301887,17,1,1,5,"A_baseline_only",300,180
30,11,1,129,0.731707317073171,0.967741935483871,0.921428571428571,0.833333333333333,22,1,1,7,"B_with_time",300,180
23,5,1,91,0.821428571428571,0.958333333333333,0.947916666666667,0.884615384615385,13,0.833333333333333,1,5,"A_baseline_only",500,180
30,11,1,129,0.731707317073171,0.967741935483871,0.921428571428571,0.833333333333333,24,0.875,1,7,"B_with_time",500,180
10,13,14,83,0.434782608695652,0.416666666666667,0.864583333333333,0.425531914893617,36,0.333333333333333,0.4,5,"A_baseline_only",20,181
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,37,0.8,0.571428571428571,7,"B_with_time",20,181
14,14,10,82,0.5,0.583333333333333,0.854166666666667,0.538461538461538,35,0.333333333333333,0.2,5,"A_baseline_only",30,181
19,15,12,125,0.558823529411765,0.612903225806452,0.892857142857143,0.584615384615385,40,1,1,7,"B_with_time",30,181
12,8,12,88,0.6,0.5,0.916666666666667,0.545454545454545,25,0.333333333333333,0.2,5,"A_baseline_only",40,181
13,20,18,120,0.393939393939394,0.419354838709677,0.857142857142857,0.40625,49,0.75,0.428571428571429,7,"B_with_time",40,181
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,17,1,1,5,"A_baseline_only",50,181
23,11,8,129,0.676470588235294,0.741935483870968,0.921428571428571,0.707692307692308,31,1,0.857142857142857,7,"B_with_time",50,181
18,12,6,84,0.6,0.75,0.875,0.666666666666667,32,0.8,0.8,5,"A_baseline_only",60,181
24,8,7,132,0.75,0.774193548387097,0.942857142857143,0.761904761904762,31,0.875,1,7,"B_with_time",60,181
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,28,0.75,0.6,5,"A_baseline_only",75,181
25,14,6,126,0.641025641025641,0.806451612903226,0.9,0.714285714285714,31,0.833333333333333,0.714285714285714,7,"B_with_time",75,181
21,5,3,91,0.807692307692308,0.875,0.947916666666667,0.84,19,1,1,5,"A_baseline_only",100,181
24,10,7,130,0.705882352941177,0.774193548387097,0.928571428571429,0.738461538461539,22,0.875,1,7,"B_with_time",100,181
20,7,4,89,0.740740740740741,0.833333333333333,0.927083333333333,0.784313725490196,20,1,1,5,"A_baseline_only",150,181
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,30,0.875,1,7,"B_with_time",150,181
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,15,0.8,0.8,5,"A_baseline_only",200,181
26,7,5,133,0.787878787878788,0.838709677419355,0.95,0.8125,22,1,1,7,"B_with_time",200,181
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,1,1,5,"A_baseline_only",300,181
27,16,4,124,0.627906976744186,0.870967741935484,0.885714285714286,0.72972972972973,35,0.857142857142857,0.857142857142857,7,"B_with_time",300,181
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,0.833333333333333,1,5,"A_baseline_only",500,181
30,11,1,129,0.731707317073171,0.967741935483871,0.921428571428571,0.833333333333333,23,0.875,1,7,"B_with_time",500,181
11,13,13,83,0.458333333333333,0.458333333333333,0.864583333333333,0.458333333333333,31,0.75,0.6,5,"A_baseline_only",20,182
18,22,13,118,0.45,0.580645161290323,0.842857142857143,0.507042253521127,48,0.833333333333333,0.714285714285714,7,"B_with_time",20,182
18,10,6,86,0.642857142857143,0.75,0.895833333333333,0.692307692307692,28,0.75,0.6,5,"A_baseline_only",30,182
18,17,13,123,0.514285714285714,0.580645161290323,0.878571428571429,0.545454545454546,42,0.875,1,7,"B_with_time",30,182
16,6,8,90,0.727272727272727,0.666666666666667,0.9375,0.695652173913043,26,0.5,0.4,5,"A_baseline_only",40,182
22,13,9,127,0.628571428571429,0.709677419354839,0.907142857142857,0.666666666666667,34,0.625,0.714285714285714,7,"B_with_time",40,182
15,10,9,86,0.6,0.625,0.895833333333333,0.612244897959184,25,0.4,0.4,5,"A_baseline_only",50,182
23,10,8,130,0.696969696969697,0.741935483870968,0.928571428571429,0.71875,32,1,1,7,"B_with_time",50,182
17,5,7,91,0.772727272727273,0.708333333333333,0.947916666666667,0.739130434782609,22,0.75,0.6,5,"A_baseline_only",60,182
26,8,5,132,0.764705882352941,0.838709677419355,0.942857142857143,0.8,18,0.875,1,7,"B_with_time",60,182
18,5,6,91,0.782608695652174,0.75,0.947916666666667,0.765957446808511,18,0.8,0.8,5,"A_baseline_only",75,182
24,5,7,135,0.827586206896552,0.774193548387097,0.964285714285714,0.8,25,1,0.857142857142857,7,"B_with_time",75,182
20,7,4,89,0.740740740740741,0.833333333333333,0.927083333333333,0.784313725490196,22,0.75,0.6,5,"A_baseline_only",100,182
27,10,4,130,0.72972972972973,0.870967741935484,0.928571428571429,0.794117647058823,29,1,1,7,"B_with_time",100,182
22,7,2,89,0.758620689655172,0.916666666666667,0.927083333333333,0.830188679245283,21,1,1,5,"A_baseline_only",150,182
28,15,3,125,0.651162790697674,0.903225806451613,0.892857142857143,0.756756756756757,29,1,0.857142857142857,7,"B_with_time",150,182
22,1,2,95,0.956521739130435,0.916666666666667,0.989583333333333,0.936170212765957,5,0.833333333333333,1,5,"A_baseline_only",200,182
27,12,4,128,0.692307692307692,0.870967741935484,0.914285714285714,0.771428571428572,26,0.875,1,7,"B_with_time",200,182
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,15,1,1,5,"A_baseline_only",300,182
28,11,3,129,0.717948717948718,0.903225806451613,0.921428571428571,0.8,27,0.875,1,7,"B_with_time",300,182
23,2,1,94,0.92,0.958333333333333,0.979166666666667,0.938775510204082,7,1,1,5,"A_baseline_only",500,182
30,10,1,130,0.75,0.967741935483871,0.928571428571429,0.845070422535211,22,1,1,7,"B_with_time",500,182
11,19,13,77,0.366666666666667,0.458333333333333,0.802083333333333,0.407407407407407,39,0,0,5,"A_baseline_only",20,183
13,26,18,114,0.333333333333333,0.419354838709677,0.814285714285714,0.371428571428571,54,0.6,0.857142857142857,7,"B_with_time",20,183
13,13,11,83,0.5,0.541666666666667,0.864583333333333,0.52,34,0.5,0.2,5,"A_baseline_only",30,183
18,20,13,120,0.473684210526316,0.580645161290323,0.857142857142857,0.521739130434783,36,0.833333333333333,0.714285714285714,7,"B_with_time",30,183
18,6,6,90,0.75,0.75,0.9375,0.75,29,1,0.6,5,"A_baseline_only",40,183
17,15,14,125,0.53125,0.548387096774194,0.892857142857143,0.53968253968254,37,0.833333333333333,0.714285714285714,7,"B_with_time",40,183
17,4,7,92,0.80952380952381,0.708333333333333,0.958333333333333,0.755555555555556,18,0.75,0.6,5,"A_baseline_only",50,183
18,14,13,126,0.5625,0.580645161290323,0.9,0.571428571428572,38,0.8,0.571428571428571,7,"B_with_time",50,183
17,6,7,90,0.739130434782609,0.708333333333333,0.9375,0.723404255319149,21,0.6,0.6,5,"A_baseline_only",60,183
25,8,6,132,0.757575757575758,0.806451612903226,0.942857142857143,0.78125,23,0.75,0.857142857142857,7,"B_with_time",60,183
21,3,3,93,0.875,0.875,0.96875,0.875,15,1,0.8,5,"A_baseline_only",75,183
22,10,9,130,0.6875,0.709677419354839,0.928571428571429,0.698412698412698,30,0.777777777777778,1,7,"B_with_time",75,183
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,15,1,0.8,5,"A_baseline_only",100,183
24,14,7,126,0.631578947368421,0.774193548387097,0.9,0.695652173913043,33,0.75,0.857142857142857,7,"B_with_time",100,183
21,3,3,93,0.875,0.875,0.96875,0.875,12,1,0.8,5,"A_baseline_only",150,183
27,6,4,134,0.818181818181818,0.870967741935484,0.957142857142857,0.84375,17,1,0.857142857142857,7,"B_with_time",150,183
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,16,1,0.8,5,"A_baseline_only",200,183
28,9,3,131,0.756756756756757,0.903225806451613,0.935714285714286,0.823529411764706,22,0.875,1,7,"B_with_time",200,183
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,10,1,1,5,"A_baseline_only",300,183
27,15,4,125,0.642857142857143,0.870967741935484,0.892857142857143,0.73972602739726,30,0.875,1,7,"B_with_time",300,183
23,9,1,87,0.71875,0.958333333333333,0.90625,0.821428571428571,21,0.714285714285714,1,5,"A_baseline_only",500,183
30,16,1,124,0.652173913043478,0.967741935483871,0.885714285714286,0.779220779220779,37,0.875,1,7,"B_with_time",500,183
11,20,13,76,0.354838709677419,0.458333333333333,0.791666666666667,0.4,39,0.5,0.4,5,"A_baseline_only",20,184
15,31,16,109,0.326086956521739,0.483870967741935,0.778571428571429,0.38961038961039,51,0.666666666666667,0.571428571428571,7,"B_with_time",20,184
14,10,10,86,0.583333333333333,0.583333333333333,0.895833333333333,0.583333333333333,28,0.428571428571429,0.6,5,"A_baseline_only",30,184
18,18,13,122,0.5,0.580645161290323,0.871428571428571,0.537313432835821,44,0.714285714285714,0.714285714285714,7,"B_with_time",30,184
17,8,7,88,0.68,0.708333333333333,0.916666666666667,0.693877551020408,24,1,0.4,5,"A_baseline_only",40,184
16,19,15,121,0.457142857142857,0.516129032258065,0.864285714285714,0.484848484848485,43,0.833333333333333,0.714285714285714,7,"B_with_time",40,184
18,1,6,95,0.947368421052632,0.75,0.989583333333333,0.837209302325581,16,1,0.4,5,"A_baseline_only",50,184
23,6,8,134,0.793103448275862,0.741935483870968,0.957142857142857,0.766666666666667,25,1,0.714285714285714,7,"B_with_time",50,184
18,8,6,88,0.692307692307692,0.75,0.916666666666667,0.72,26,1,0.6,5,"A_baseline_only",60,184
24,11,7,129,0.685714285714286,0.774193548387097,0.921428571428571,0.727272727272727,31,1,0.857142857142857,7,"B_with_time",60,184
16,10,8,86,0.615384615384615,0.666666666666667,0.895833333333333,0.64,30,0.6,0.6,5,"A_baseline_only",75,184
19,11,12,129,0.633333333333333,0.612903225806452,0.921428571428571,0.622950819672131,35,1,0.857142857142857,7,"B_with_time",75,184
20,8,4,88,0.714285714285714,0.833333333333333,0.916666666666667,0.769230769230769,26,0.8,0.8,5,"A_baseline_only",100,184
23,8,8,132,0.741935483870968,0.741935483870968,0.942857142857143,0.741935483870968,30,0.7,1,7,"B_with_time",100,184
22,0,2,96,1,0.916666666666667,1,0.956521739130435,15,1,0.8,5,"A_baseline_only",150,184
27,11,4,129,0.710526315789474,0.870967741935484,0.921428571428571,0.782608695652174,33,0.875,1,7,"B_with_time",150,184
21,7,3,89,0.75,0.875,0.927083333333333,0.807692307692308,18,1,0.8,5,"A_baseline_only",200,184
25,13,6,127,0.657894736842105,0.806451612903226,0.907142857142857,0.72463768115942,35,0.875,1,7,"B_with_time",200,184
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,12,1,1,5,"A_baseline_only",300,184
30,13,1,127,0.697674418604651,0.967741935483871,0.907142857142857,0.810810810810811,28,0.777777777777778,1,7,"B_with_time",300,184
23,7,1,89,0.766666666666667,0.958333333333333,0.927083333333333,0.851851851851852,21,1,0.8,5,"A_baseline_only",500,184
28,20,3,120,0.583333333333333,0.903225806451613,0.857142857142857,0.708860759493671,38,0.7,1,7,"B_with_time",500,184
13,20,11,76,0.393939393939394,0.541666666666667,0.791666666666667,0.456140350877193,38,0.333333333333333,0.2,5,"A_baseline_only",20,185
16,26,15,114,0.380952380952381,0.516129032258065,0.814285714285714,0.438356164383562,47,0.428571428571429,0.428571428571429,7,"B_with_time",20,185
15,12,9,84,0.555555555555556,0.625,0.875,0.588235294117647,31,0.5,0.4,5,"A_baseline_only",30,185
18,26,13,114,0.409090909090909,0.580645161290323,0.814285714285714,0.48,53,0.8,0.571428571428571,7,"B_with_time",30,185
13,12,11,84,0.52,0.541666666666667,0.875,0.530612244897959,30,0.5,0.2,5,"A_baseline_only",40,185
23,14,8,126,0.621621621621622,0.741935483870968,0.9,0.676470588235294,32,0.8,0.571428571428571,7,"B_with_time",40,185
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,22,0.5,0.2,5,"A_baseline_only",50,185
16,15,15,125,0.516129032258065,0.516129032258065,0.892857142857143,0.516129032258065,39,0.8,0.571428571428571,7,"B_with_time",50,185
18,7,6,89,0.72,0.75,0.927083333333333,0.73469387755102,24,1,0.6,5,"A_baseline_only",60,185
25,7,6,133,0.78125,0.806451612903226,0.95,0.793650793650794,23,1,0.571428571428571,7,"B_with_time",60,185
18,3,6,93,0.857142857142857,0.75,0.96875,0.8,21,1,0.8,5,"A_baseline_only",75,185
24,7,7,133,0.774193548387097,0.774193548387097,0.95,0.774193548387097,25,1,1,7,"B_with_time",75,185
19,1,5,95,0.95,0.791666666666667,0.989583333333333,0.863636363636364,14,1,0.6,5,"A_baseline_only",100,185
23,15,8,125,0.605263157894737,0.741935483870968,0.892857142857143,0.666666666666667,32,0.777777777777778,1,7,"B_with_time",100,185
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,13,1,1,5,"A_baseline_only",150,185
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,27,0.875,1,7,"B_with_time",150,185
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,14,1,1,5,"A_baseline_only",200,185
27,7,4,133,0.794117647058823,0.870967741935484,0.95,0.830769230769231,27,1,1,7,"B_with_time",200,185
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,5,1,1,5,"A_baseline_only",300,185
26,14,5,126,0.65,0.838709677419355,0.9,0.732394366197183,31,1,1,7,"B_with_time",300,185
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,17,1,0.8,5,"A_baseline_only",500,185
28,17,3,123,0.622222222222222,0.903225806451613,0.878571428571429,0.736842105263158,32,0.777777777777778,1,7,"B_with_time",500,185
10,20,14,76,0.333333333333333,0.416666666666667,0.791666666666667,0.37037037037037,41,0.666666666666667,0.4,5,"A_baseline_only",20,186
12,25,19,115,0.324324324324324,0.387096774193548,0.821428571428571,0.352941176470588,50,0.6,0.428571428571429,7,"B_with_time",20,186
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,23,1,0.8,5,"A_baseline_only",30,186
14,23,17,117,0.378378378378378,0.451612903225806,0.835714285714286,0.411764705882353,48,1,0.714285714285714,7,"B_with_time",30,186
13,11,11,85,0.541666666666667,0.541666666666667,0.885416666666667,0.541666666666667,28,1,0.8,5,"A_baseline_only",40,186
20,13,11,127,0.606060606060606,0.645161290322581,0.907142857142857,0.625,36,0.875,1,7,"B_with_time",40,186
15,6,9,90,0.714285714285714,0.625,0.9375,0.666666666666667,25,1,0.4,5,"A_baseline_only",50,186
17,13,14,127,0.566666666666667,0.548387096774194,0.907142857142857,0.557377049180328,35,0.6,0.428571428571429,7,"B_with_time",50,186
19,7,5,89,0.730769230769231,0.791666666666667,0.927083333333333,0.76,24,0.833333333333333,1,5,"A_baseline_only",60,186
23,11,8,129,0.676470588235294,0.741935483870968,0.921428571428571,0.707692307692308,31,0.666666666666667,0.571428571428571,7,"B_with_time",60,186
20,4,4,92,0.833333333333333,0.833333333333333,0.958333333333333,0.833333333333333,16,1,1,5,"A_baseline_only",75,186
25,12,6,128,0.675675675675676,0.806451612903226,0.914285714285714,0.735294117647059,37,0.857142857142857,0.857142857142857,7,"B_with_time",75,186
21,7,3,89,0.75,0.875,0.927083333333333,0.807692307692308,21,0.666666666666667,0.8,5,"A_baseline_only",100,186
22,10,9,130,0.6875,0.709677419354839,0.928571428571429,0.698412698412698,30,0.857142857142857,0.857142857142857,7,"B_with_time",100,186
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,5,1,0.8,5,"A_baseline_only",150,186
24,12,7,128,0.666666666666667,0.774193548387097,0.914285714285714,0.716417910447761,30,1,1,7,"B_with_time",150,186
23,6,1,90,0.793103448275862,0.958333333333333,0.9375,0.867924528301887,17,0.714285714285714,1,5,"A_baseline_only",200,186
27,8,4,132,0.771428571428571,0.870967741935484,0.942857142857143,0.818181818181818,33,1,0.857142857142857,7,"B_with_time",200,186
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,17,1,1,5,"A_baseline_only",300,186
29,14,2,126,0.674418604651163,0.935483870967742,0.9,0.783783783783784,34,1,1,7,"B_with_time",300,186
23,4,1,92,0.851851851851852,0.958333333333333,0.958333333333333,0.901960784313726,16,0.714285714285714,1,5,"A_baseline_only",500,186
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,26,0.875,1,7,"B_with_time",500,186
10,12,14,84,0.454545454545455,0.416666666666667,0.875,0.434782608695652,30,0.666666666666667,0.4,5,"A_baseline_only",20,187
20,19,11,121,0.512820512820513,0.645161290322581,0.864285714285714,0.571428571428571,37,0.625,0.714285714285714,7,"B_with_time",20,187
17,8,7,88,0.68,0.708333333333333,0.916666666666667,0.693877551020408,21,0.666666666666667,0.8,5,"A_baseline_only",30,187
15,17,16,123,0.46875,0.483870967741935,0.878571428571429,0.476190476190476,40,0.857142857142857,0.857142857142857,7,"B_with_time",30,187
16,7,8,89,0.695652173913043,0.666666666666667,0.927083333333333,0.680851063829787,26,0.75,0.6,5,"A_baseline_only",40,187
19,17,12,123,0.527777777777778,0.612903225806452,0.878571428571429,0.567164179104478,35,0.833333333333333,0.714285714285714,7,"B_with_time",40,187
18,10,6,86,0.642857142857143,0.75,0.895833333333333,0.692307692307692,26,0.714285714285714,1,5,"A_baseline_only",50,187
20,11,11,129,0.645161290322581,0.645161290322581,0.921428571428571,0.645161290322581,33,0.8,0.571428571428571,7,"B_with_time",50,187
16,9,8,87,0.64,0.666666666666667,0.90625,0.653061224489796,27,1,0.4,5,"A_baseline_only",60,187
22,14,9,126,0.611111111111111,0.709677419354839,0.9,0.656716417910448,41,1,0.571428571428571,7,"B_with_time",60,187
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,8,0.8,0.8,5,"A_baseline_only",75,187
25,12,6,128,0.675675675675676,0.806451612903226,0.914285714285714,0.735294117647059,23,0.875,1,7,"B_with_time",75,187
22,3,2,93,0.88,0.916666666666667,0.96875,0.897959183673469,16,0.8,0.8,5,"A_baseline_only",100,187
28,7,3,133,0.8,0.903225806451613,0.95,0.848484848484849,16,0.857142857142857,0.857142857142857,7,"B_with_time",100,187
20,6,4,90,0.769230769230769,0.833333333333333,0.9375,0.8,21,0.6,0.6,5,"A_baseline_only",150,187
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,28,1,1,7,"B_with_time",150,187
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,17,0.8,0.8,5,"A_baseline_only",200,187
25,12,6,128,0.675675675675676,0.806451612903226,0.914285714285714,0.735294117647059,31,0.857142857142857,0.857142857142857,7,"B_with_time",200,187
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,9,0.833333333333333,1,5,"A_baseline_only",300,187
28,6,3,134,0.823529411764706,0.903225806451613,0.957142857142857,0.861538461538462,20,1,1,7,"B_with_time",300,187
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,12,1,1,5,"A_baseline_only",500,187
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,24,0.875,1,7,"B_with_time",500,187
14,11,10,85,0.56,0.583333333333333,0.885416666666667,0.571428571428571,29,0.6,0.6,5,"A_baseline_only",20,188
16,15,15,125,0.516129032258065,0.516129032258065,0.892857142857143,0.516129032258065,42,0.75,0.428571428571429,7,"B_with_time",20,188
17,11,7,85,0.607142857142857,0.708333333333333,0.885416666666667,0.653846153846154,26,1,0.6,5,"A_baseline_only",30,188
17,17,14,123,0.5,0.548387096774194,0.878571428571429,0.523076923076923,39,0.625,0.714285714285714,7,"B_with_time",30,188
13,10,11,86,0.565217391304348,0.541666666666667,0.895833333333333,0.553191489361702,27,0.5,0.4,5,"A_baseline_only",40,188
21,11,10,129,0.65625,0.67741935483871,0.921428571428571,0.666666666666667,31,1,0.714285714285714,7,"B_with_time",40,188
17,5,7,91,0.772727272727273,0.708333333333333,0.947916666666667,0.739130434782609,24,1,0.6,5,"A_baseline_only",50,188
23,8,8,132,0.741935483870968,0.741935483870968,0.942857142857143,0.741935483870968,27,0.857142857142857,0.857142857142857,7,"B_with_time",50,188
19,9,5,87,0.678571428571429,0.791666666666667,0.90625,0.730769230769231,18,0.8,0.8,5,"A_baseline_only",60,188
24,9,7,131,0.727272727272727,0.774193548387097,0.935714285714286,0.75,30,1,1,7,"B_with_time",60,188
21,3,3,93,0.875,0.875,0.96875,0.875,16,1,0.8,5,"A_baseline_only",75,188
25,13,6,127,0.657894736842105,0.806451612903226,0.907142857142857,0.72463768115942,31,0.75,0.857142857142857,7,"B_with_time",75,188
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,13,0.8,0.8,5,"A_baseline_only",100,188
25,9,6,131,0.735294117647059,0.806451612903226,0.935714285714286,0.769230769230769,32,1,0.714285714285714,7,"B_with_time",100,188
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,19,1,1,5,"A_baseline_only",150,188
25,6,6,134,0.806451612903226,0.806451612903226,0.957142857142857,0.806451612903226,29,1,0.857142857142857,7,"B_with_time",150,188
22,4,2,92,0.846153846153846,0.916666666666667,0.958333333333333,0.88,16,1,1,5,"A_baseline_only",200,188
27,14,4,126,0.658536585365854,0.870967741935484,0.9,0.75,29,0.875,1,7,"B_with_time",200,188
22,2,2,94,0.916666666666667,0.916666666666667,0.979166666666667,0.916666666666667,12,0.833333333333333,1,5,"A_baseline_only",300,188
26,15,5,125,0.634146341463415,0.838709677419355,0.892857142857143,0.722222222222222,34,1,1,7,"B_with_time",300,188
22,5,2,91,0.814814814814815,0.916666666666667,0.947916666666667,0.862745098039216,21,0.8,0.8,5,"A_baseline_only",500,188
28,14,3,126,0.666666666666667,0.903225806451613,0.9,0.767123287671233,21,0.875,1,7,"B_with_time",500,188
10,15,14,81,0.4,0.416666666666667,0.84375,0.408163265306123,33,1,0.4,5,"A_baseline_only",20,189
20,22,11,118,0.476190476190476,0.645161290322581,0.842857142857143,0.547945205479452,45,0.666666666666667,0.571428571428571,7,"B_with_time",20,189
13,10,11,86,0.565217391304348,0.541666666666667,0.895833333333333,0.553191489361702,27,0.666666666666667,0.4,5,"A_baseline_only",30,189
19,13,12,127,0.59375,0.612903225806452,0.907142857142857,0.603174603174603,38,1,0.857142857142857,7,"B_with_time",30,189
12,6,12,90,0.666666666666667,0.5,0.9375,0.571428571428572,25,0.75,0.6,5,"A_baseline_only",40,189
21,12,10,128,0.636363636363636,0.67741935483871,0.914285714285714,0.65625,36,0.857142857142857,0.857142857142857,7,"B_with_time",40,189
15,8,9,88,0.652173913043478,0.625,0.916666666666667,0.638297872340426,27,0.666666666666667,0.4,5,"A_baseline_only",50,189
22,9,9,131,0.709677419354839,0.709677419354839,0.935714285714286,0.709677419354839,30,0.857142857142857,0.857142857142857,7,"B_with_time",50,189
18,9,6,87,0.666666666666667,0.75,0.90625,0.705882352941177,23,0.6,0.6,5,"A_baseline_only",60,189
21,15,10,125,0.583333333333333,0.67741935483871,0.892857142857143,0.626865671641791,35,1,0.857142857142857,7,"B_with_time",60,189
19,5,5,91,0.791666666666667,0.791666666666667,0.947916666666667,0.791666666666667,17,1,0.6,5,"A_baseline_only",75,189
23,5,8,135,0.821428571428571,0.741935483870968,0.964285714285714,0.779661016949153,23,1,1,7,"B_with_time",75,189
18,6,6,90,0.75,0.75,0.9375,0.75,21,0.75,0.6,5,"A_baseline_only",100,189
24,8,7,132,0.75,0.774193548387097,0.942857142857143,0.761904761904762,29,0.857142857142857,0.857142857142857,7,"B_with_time",100,189
21,2,3,94,0.91304347826087,0.875,0.979166666666667,0.893617021276596,12,1,1,5,"A_baseline_only",150,189
25,6,6,134,0.806451612903226,0.806451612903226,0.957142857142857,0.806451612903226,24,1,1,7,"B_with_time",150,189
22,1,2,95,0.956521739130435,0.916666666666667,0.989583333333333,0.936170212765957,11,1,0.8,5,"A_baseline_only",200,189
26,8,5,132,0.764705882352941,0.838709677419355,0.942857142857143,0.8,24,1,1,7,"B_with_time",200,189
22,6,2,90,0.785714285714286,0.916666666666667,0.9375,0.846153846153846,16,1,1,5,"A_baseline_only",300,189
28,9,3,131,0.756756756756757,0.903225806451613,0.935714285714286,0.823529411764706,24,0.875,1,7,"B_with_time",300,189
23,3,1,93,0.884615384615385,0.958333333333333,0.96875,0.92,5,0.833333333333333,1,5,"A_baseline_only",500,189
29,11,2,129,0.725,0.935483870967742,0.921428571428571,0.816901408450704,30,1,1,7,"B_with_time",500,189
10,12,14,84,0.454545454545455,0.416666666666667,0.875,0.434782608695652,33,0.5,0.2,5,"A_baseline_only",20,190
15,28,16,112,0.348837209302326,0.483870967741935,0.8,0.405405405405405,52,0.714285714285714,0.714285714285714,7,"B_with_time",20,190
15,9,9,87,0.625,0.625,0.90625,0.625,25,0.571428571428571,0.8,5,"A_baseline_only",30,190
16,18,15,122,0.470588235294118,0.516129032258065,0.871428571428571,0.492307692307692,41,0.5,0.571428571428571,7,"B_with_time",30,190
