"node1","node2","pair","true_label","frequency","network","n"
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.13,"B_with_time",100
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.105,"B_with_time",100
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.865,"B_with_time",100
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,0.945,"B_with_time",100
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.035,"B_with_time",100
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.15,"B_with_time",100
"EarlyActigraphyChange","EarlyMADRSChange","EarlyActigraphyChange--EarlyMADRSChange",0,0.425,"B_with_time",100
"EarlyActigraphyChange","EarlySleepChange","EarlyActigraphyChange--EarlySleepChange",0,0.035,"B_with_time",100
"EarlyActigraphyChange","FunctionalImpairment","EarlyActigraphyChange--FunctionalImpairment",0,0.03,"B_with_time",100
"EarlyActigraphyChange","HigherCognition","EarlyActigraphyChange--HigherCognition",0,0.045,"B_with_time",100
"EarlyActigraphyChange","IS","EarlyActigraphyChange--IS",0,0.05,"B_with_time",100
"EarlyActigraphyChange","MedicationLoad","EarlyActigraphyChange--MedicationLoad",0,0.035,"B_with_time",100
"EarlyActigraphyChange","PriorECT","EarlyActigraphyChange--PriorECT",0,0.03,"B_with_time",100
"EarlyActigraphyChange","PsychomotorSpeed","EarlyActigraphyChange--PsychomotorSpeed",0,0.235,"B_with_time",100
"EarlyActigraphyChange","RA","EarlyActigraphyChange--RA",1,0.965,"B_with_time",100
"EarlyActigraphyChange","Response","EarlyActigraphyChange--Response",1,0.975,"B_with_time",100
"EarlyActigraphyChange","SleepQuality","EarlyActigraphyChange--SleepQuality",0,0.055,"B_with_time",100
"EarlyActigraphyChange","SuicidalIdeation","EarlyActigraphyChange--SuicidalIdeation",0,0.07,"B_with_time",100
"EarlyActigraphyChange","TxResistance","EarlyActigraphyChange--TxResistance",0,0.185,"B_with_time",100
"EarlyMADRSChange","EarlySleepChange","EarlyMADRSChange--EarlySleepChange",0,0.04,"B_with_time",100
"EarlyMADRSChange","FunctionalImpairment","EarlyMADRSChange--FunctionalImpairment",0,0.07,"B_with_time",100
"EarlyMADRSChange","HigherCognition","EarlyMADRSChange--HigherCognition",0,0.04,"B_with_time",100
"EarlyMADRSChange","IS","EarlyMADRSChange--IS",0,0.15,"B_with_time",100
"EarlyMADRSChange","MedicationLoad","EarlyMADRSChange--MedicationLoad",0,0.05,"B_with_time",100
"EarlyMADRSChange","PriorECT","EarlyMADRSChange--PriorECT",0,0.05,"B_with_time",100
"EarlyMADRSChange","PsychomotorSpeed","EarlyMADRSChange--PsychomotorSpeed",0,0.305,"B_with_time",100
"EarlyMADRSChange","RA","EarlyMADRSChange--RA",0,0.075,"B_with_time",100
"EarlyMADRSChange","Response","EarlyMADRSChange--Response",1,0.985,"B_with_time",100
"EarlyMADRSChange","SleepQuality","EarlyMADRSChange--SleepQuality",0,0.07,"B_with_time",100
"EarlyMADRSChange","SuicidalIdeation","EarlyMADRSChange--SuicidalIdeation",0,0.04,"B_with_time",100
"EarlyMADRSChange","TxResistance","EarlyMADRSChange--TxResistance",1,0.26,"B_with_time",100
"EarlySleepChange","FunctionalImpairment","EarlySleepChange--FunctionalImpairment",0,0.04,"B_with_time",100
"EarlySleepChange","HigherCognition","EarlySleepChange--HigherCognition",0,0.075,"B_with_time",100
"EarlySleepChange","IS","EarlySleepChange--IS",0,0.045,"B_with_time",100
"EarlySleepChange","MedicationLoad","EarlySleepChange--MedicationLoad",0,0.02,"B_with_time",100
"EarlySleepChange","PriorECT","EarlySleepChange--PriorECT",0,0.055,"B_with_time",100
"EarlySleepChange","PsychomotorSpeed","EarlySleepChange--PsychomotorSpeed",0,0.03,"B_with_time",100
"EarlySleepChange","RA","EarlySleepChange--RA",0,0.065,"B_with_time",100
"EarlySleepChange","Response","EarlySleepChange--Response",0,0.035,"B_with_time",100
"EarlySleepChange","SleepQuality","EarlySleepChange--SleepQuality",1,0.99,"B_with_time",100
"EarlySleepChange","SuicidalIdeation","EarlySleepChange--SuicidalIdeation",0,0.045,"B_with_time",100
"EarlySleepChange","TxResistance","EarlySleepChange--TxResistance",0,0.045,"B_with_time",100
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.065,"B_with_time",100
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.055,"B_with_time",100
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.05,"B_with_time",100
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.04,"B_with_time",100
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.045,"B_with_time",100
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.045,"B_with_time",100
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.025,"B_with_time",100
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.055,"B_with_time",100
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.06,"B_with_time",100
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.03,"B_with_time",100
"HigherCognition","IS","HigherCognition--IS",0,0.05,"B_with_time",100
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.04,"B_with_time",100
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.055,"B_with_time",100
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,0.99,"B_with_time",100
"HigherCognition","RA","HigherCognition--RA",0,0.045,"B_with_time",100
"HigherCognition","Response","HigherCognition--Response",0,0.08,"B_with_time",100
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.05,"B_with_time",100
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.08,"B_with_time",100
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.045,"B_with_time",100
"IS","MedicationLoad","IS--MedicationLoad",0,0.065,"B_with_time",100
"IS","PriorECT","IS--PriorECT",0,0.04,"B_with_time",100
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.12,"B_with_time",100
"IS","RA","IS--RA",1,0.995,"B_with_time",100
"IS","Response","IS--Response",1,0.79,"B_with_time",100
"IS","SleepQuality","IS--SleepQuality",0,0.155,"B_with_time",100
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.025,"B_with_time",100
"IS","TxResistance","IS--TxResistance",0,0.18,"B_with_time",100
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.03,"B_with_time",100
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.03,"B_with_time",100
"MedicationLoad","RA","MedicationLoad--RA",0,0.05,"B_with_time",100
"MedicationLoad","Response","MedicationLoad--Response",0,0.065,"B_with_time",100
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.045,"B_with_time",100
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.035,"B_with_time",100
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,1,"B_with_time",100
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.06,"B_with_time",100
"PriorECT","RA","PriorECT--RA",0,0.035,"B_with_time",100
"PriorECT","Response","PriorECT--Response",0,0.05,"B_with_time",100
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.075,"B_with_time",100
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.03,"B_with_time",100
"PriorECT","TxResistance","PriorECT--TxResistance",1,1,"B_with_time",100
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.065,"B_with_time",100
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,0.975,"B_with_time",100
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.04,"B_with_time",100
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.06,"B_with_time",100
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.11,"B_with_time",100
"RA","Response","RA--Response",0,0.095,"B_with_time",100
"RA","SleepQuality","RA--SleepQuality",1,0.855,"B_with_time",100
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.05,"B_with_time",100
"RA","TxResistance","RA--TxResistance",0,0.055,"B_with_time",100
"Response","SleepQuality","Response--SleepQuality",0,0.105,"B_with_time",100
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.04,"B_with_time",100
"Response","TxResistance","Response--TxResistance",1,0.885,"B_with_time",100
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.055,"B_with_time",100
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.025,"B_with_time",100
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.03,"B_with_time",100
"Age","BaselineSeverity","Age--BaselineSeverity",0,0.075,"B_with_time",200
"Age","ChildhoodTrauma","Age--ChildhoodTrauma",0,0.03,"B_with_time",200
"Age","Chronicity","Age--Chronicity",1,1,"B_with_time",200
"Age","ComorbidAnxiety","Age--ComorbidAnxiety",0,0.02,"B_with_time",200
"Age","EarlyActigraphyChange","Age--EarlyActigraphyChange",0,0.03,"B_with_time",200
"Age","EarlyMADRSChange","Age--EarlyMADRSChange",0,0.065,"B_with_time",200
"Age","EarlySleepChange","Age--EarlySleepChange",0,0.03,"B_with_time",200
"Age","FunctionalImpairment","Age--FunctionalImpairment",0,0.02,"B_with_time",200
"Age","HigherCognition","Age--HigherCognition",1,0.76,"B_with_time",200
"Age","IS","Age--IS",0,0.05,"B_with_time",200
"Age","MedicationLoad","Age--MedicationLoad",0,0.03,"B_with_time",200
"Age","PriorECT","Age--PriorECT",0,0.02,"B_with_time",200
"Age","PsychomotorSpeed","Age--PsychomotorSpeed",1,1,"B_with_time",200
"Age","RA","Age--RA",0,0.03,"B_with_time",200
"Age","Response","Age--Response",0,0.12,"B_with_time",200
"Age","SleepQuality","Age--SleepQuality",0,0.035,"B_with_time",200
"Age","SuicidalIdeation","Age--SuicidalIdeation",0,0.035,"B_with_time",200
"Age","TxResistance","Age--TxResistance",0,0.015,"B_with_time",200
"BaselineSeverity","ChildhoodTrauma","BaselineSeverity--ChildhoodTrauma",0,0.025,"B_with_time",200
"BaselineSeverity","Chronicity","BaselineSeverity--Chronicity",1,1,"B_with_time",200
"BaselineSeverity","ComorbidAnxiety","BaselineSeverity--ComorbidAnxiety",1,0.695,"B_with_time",200
"BaselineSeverity","EarlyActigraphyChange","BaselineSeverity--EarlyActigraphyChange",0,0.32,"B_with_time",200
"BaselineSeverity","EarlyMADRSChange","BaselineSeverity--EarlyMADRSChange",1,0.595,"B_with_time",200
"BaselineSeverity","EarlySleepChange","BaselineSeverity--EarlySleepChange",0,0.025,"B_with_time",200
"BaselineSeverity","FunctionalImpairment","BaselineSeverity--FunctionalImpairment",1,1,"B_with_time",200
"BaselineSeverity","HigherCognition","BaselineSeverity--HigherCognition",0,0.13,"B_with_time",200
"BaselineSeverity","IS","BaselineSeverity--IS",1,0.625,"B_with_time",200
"BaselineSeverity","MedicationLoad","BaselineSeverity--MedicationLoad",0,0.035,"B_with_time",200
"BaselineSeverity","PriorECT","BaselineSeverity--PriorECT",0,0.045,"B_with_time",200
"BaselineSeverity","PsychomotorSpeed","BaselineSeverity--PsychomotorSpeed",1,0.25,"B_with_time",200
"BaselineSeverity","RA","BaselineSeverity--RA",0,0.04,"B_with_time",200
"BaselineSeverity","Response","BaselineSeverity--Response",1,0.97,"B_with_time",200
"BaselineSeverity","SleepQuality","BaselineSeverity--SleepQuality",1,0.625,"B_with_time",200
"BaselineSeverity","SuicidalIdeation","BaselineSeverity--SuicidalIdeation",1,1,"B_with_time",200
"BaselineSeverity","TxResistance","BaselineSeverity--TxResistance",0,0.37,"B_with_time",200
"ChildhoodTrauma","Chronicity","ChildhoodTrauma--Chronicity",0,0.04,"B_with_time",200
"ChildhoodTrauma","ComorbidAnxiety","ChildhoodTrauma--ComorbidAnxiety",1,1,"B_with_time",200
"ChildhoodTrauma","EarlyActigraphyChange","ChildhoodTrauma--EarlyActigraphyChange",0,0.1,"B_with_time",200
"ChildhoodTrauma","EarlyMADRSChange","ChildhoodTrauma--EarlyMADRSChange",0,0.03,"B_with_time",200
"ChildhoodTrauma","EarlySleepChange","ChildhoodTrauma--EarlySleepChange",0,0.03,"B_with_time",200
"ChildhoodTrauma","FunctionalImpairment","ChildhoodTrauma--FunctionalImpairment",0,0.02,"B_with_time",200
"ChildhoodTrauma","HigherCognition","ChildhoodTrauma--HigherCognition",0,0.02,"B_with_time",200
"ChildhoodTrauma","IS","ChildhoodTrauma--IS",0,0.02,"B_with_time",200
"ChildhoodTrauma","MedicationLoad","ChildhoodTrauma--MedicationLoad",0,0.01,"B_with_time",200
"ChildhoodTrauma","PriorECT","ChildhoodTrauma--PriorECT",0,0.015,"B_with_time",200
"ChildhoodTrauma","PsychomotorSpeed","ChildhoodTrauma--PsychomotorSpeed",0,0.02,"B_with_time",200
"ChildhoodTrauma","RA","ChildhoodTrauma--RA",0,0.05,"B_with_time",200
"ChildhoodTrauma","Response","ChildhoodTrauma--Response",0,0.06,"B_with_time",200
"ChildhoodTrauma","SleepQuality","ChildhoodTrauma--SleepQuality",0,0.075,"B_with_time",200
"ChildhoodTrauma","SuicidalIdeation","ChildhoodTrauma--SuicidalIdeation",1,0.995,"B_with_time",200
"ChildhoodTrauma","TxResistance","ChildhoodTrauma--TxResistance",0,0.02,"B_with_time",200
"Chronicity","ComorbidAnxiety","Chronicity--ComorbidAnxiety",0,0.265,"B_with_time",200
"Chronicity","EarlyActigraphyChange","Chronicity--EarlyActigraphyChange",0,0.035,"B_with_time",200
"Chronicity","EarlyMADRSChange","Chronicity--EarlyMADRSChange",0,0.135,"B_with_time",200
"Chronicity","EarlySleepChange","Chronicity--EarlySleepChange",0,0.045,"B_with_time",200
"Chronicity","FunctionalImpairment","Chronicity--FunctionalImpairment",0,0.015,"B_with_time",200
"Chronicity","HigherCognition","Chronicity--HigherCognition",0,0.055,"B_with_time",200
"Chronicity","IS","Chronicity--IS",0,0.105,"B_with_time",200
"Chronicity","MedicationLoad","Chronicity--MedicationLoad",0,0.06,"B_with_time",200
"Chronicity","PriorECT","Chronicity--PriorECT",0,0.04,"B_with_time",200
"Chronicity","PsychomotorSpeed","Chronicity--PsychomotorSpeed",0,0.08,"B_with_time",200
"Chronicity","RA","Chronicity--RA",0,0.02,"B_with_time",200
"Chronicity","Response","Chronicity--Response",0,0.135,"B_with_time",200
"Chronicity","SleepQuality","Chronicity--SleepQuality",0,0.205,"B_with_time",200
"Chronicity","SuicidalIdeation","Chronicity--SuicidalIdeation",0,0.035,"B_with_time",200
"Chronicity","TxResistance","Chronicity--TxResistance",1,0.94,"B_with_time",200
"ComorbidAnxiety","EarlyActigraphyChange","ComorbidAnxiety--EarlyActigraphyChange",1,0.835,"B_with_time",200
"ComorbidAnxiety","EarlyMADRSChange","ComorbidAnxiety--EarlyMADRSChange",0,0.255,"B_with_time",200
"ComorbidAnxiety","EarlySleepChange","ComorbidAnxiety--EarlySleepChange",0,0.055,"B_with_time",200
"ComorbidAnxiety","FunctionalImpairment","ComorbidAnxiety--FunctionalImpairment",0,0.07,"B_with_time",200
"ComorbidAnxiety","HigherCognition","ComorbidAnxiety--HigherCognition",0,0.04,"B_with_time",200
"ComorbidAnxiety","IS","ComorbidAnxiety--IS",0,0.13,"B_with_time",200
"ComorbidAnxiety","MedicationLoad","ComorbidAnxiety--MedicationLoad",0,0.045,"B_with_time",200
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.05,"B_with_time",200
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.17,"B_with_time",200
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.09,"B_with_time",200
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.88,"B_with_time",200
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,1,"B_with_time",200
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.03,"B_with_time",200
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.14,"B_with_time",200
"EarlyActigraphyChange","EarlyMADRSChange","EarlyActigraphyChange--EarlyMADRSChange",0,0.605,"B_with_time",200
"EarlyActigraphyChange","EarlySleepChange","EarlyActigraphyChange--EarlySleepChange",0,0.01,"B_with_time",200
"EarlyActigraphyChange","FunctionalImpairment","EarlyActigraphyChange--FunctionalImpairment",0,0.045,"B_with_time",200
"EarlyActigraphyChange","HigherCognition","EarlyActigraphyChange--HigherCognition",0,0.04,"B_with_time",200
"EarlyActigraphyChange","IS","EarlyActigraphyChange--IS",0,0.11,"B_with_time",200
"EarlyActigraphyChange","MedicationLoad","EarlyActigraphyChange--MedicationLoad",0,0.05,"B_with_time",200
"EarlyActigraphyChange","PriorECT","EarlyActigraphyChange--PriorECT",0,0.045,"B_with_time",200
"EarlyActigraphyChange","PsychomotorSpeed","EarlyActigraphyChange--PsychomotorSpeed",0,0.455,"B_with_time",200
"EarlyActigraphyChange","RA","EarlyActigraphyChange--RA",1,1,"B_with_time",200
"EarlyActigraphyChange","Response","EarlyActigraphyChange--Response",1,1,"B_with_time",200
"EarlyActigraphyChange","SleepQuality","EarlyActigraphyChange--SleepQuality",0,0.115,"B_with_time",200
"EarlyActigraphyChange","SuicidalIdeation","EarlyActigraphyChange--SuicidalIdeation",0,0.03,"B_with_time",200
"EarlyActigraphyChange","TxResistance","EarlyActigraphyChange--TxResistance",0,0.28,"B_with_time",200
"EarlyMADRSChange","EarlySleepChange","EarlyMADRSChange--EarlySleepChange",0,0.02,"B_with_time",200
"EarlyMADRSChange","FunctionalImpairment","EarlyMADRSChange--FunctionalImpairment",0,0.055,"B_with_time",200
"EarlyMADRSChange","HigherCognition","EarlyMADRSChange--HigherCognition",0,0.055,"B_with_time",200
"EarlyMADRSChange","IS","EarlyMADRSChange--IS",0,0.28,"B_with_time",200
"EarlyMADRSChange","MedicationLoad","EarlyMADRSChange--MedicationLoad",0,0.035,"B_with_time",200
"EarlyMADRSChange","PriorECT","EarlyMADRSChange--PriorECT",0,0.02,"B_with_time",200
"EarlyMADRSChange","PsychomotorSpeed","EarlyMADRSChange--PsychomotorSpeed",0,0.51,"B_with_time",200
"EarlyMADRSChange","RA","EarlyMADRSChange--RA",0,0.055,"B_with_time",200
"EarlyMADRSChange","Response","EarlyMADRSChange--Response",1,1,"B_with_time",200
"EarlyMADRSChange","SleepQuality","EarlyMADRSChange--SleepQuality",0,0.035,"B_with_time",200
"EarlyMADRSChange","SuicidalIdeation","EarlyMADRSChange--SuicidalIdeation",0,0.04,"B_with_time",200
"EarlyMADRSChange","TxResistance","EarlyMADRSChange--TxResistance",1,0.345,"B_with_time",200
"EarlySleepChange","FunctionalImpairment","EarlySleepChange--FunctionalImpairment",0,0.035,"B_with_time",200
"EarlySleepChange","HigherCognition","EarlySleepChange--HigherCognition",0,0.025,"B_with_time",200
"EarlySleepChange","IS","EarlySleepChange--IS",0,0.035,"B_with_time",200
"EarlySleepChange","MedicationLoad","EarlySleepChange--MedicationLoad",0,0.025,"B_with_time",200
"EarlySleepChange","PriorECT","EarlySleepChange--PriorECT",0,0.03,"B_with_time",200
"EarlySleepChange","PsychomotorSpeed","EarlySleepChange--PsychomotorSpeed",0,0.01,"B_with_time",200
"EarlySleepChange","RA","EarlySleepChange--RA",0,0.03,"B_with_time",200
"EarlySleepChange","Response","EarlySleepChange--Response",0,0.04,"B_with_time",200
"EarlySleepChange","SleepQuality","EarlySleepChange--SleepQuality",1,1,"B_with_time",200
"EarlySleepChange","SuicidalIdeation","EarlySleepChange--SuicidalIdeation",0,0.035,"B_with_time",200
"EarlySleepChange","TxResistance","EarlySleepChange--TxResistance",0,0.03,"B_with_time",200
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.03,"B_with_time",200
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.05,"B_with_time",200
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.05,"B_with_time",200
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.02,"B_with_time",200
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.035,"B_with_time",200
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.045,"B_with_time",200
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.035,"B_with_time",200
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.045,"B_with_time",200
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.04,"B_with_time",200
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.035,"B_with_time",200
"HigherCognition","IS","HigherCognition--IS",0,0.005,"B_with_time",200
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.03,"B_with_time",200
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.025,"B_with_time",200
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,1,"B_with_time",200
"HigherCognition","RA","HigherCognition--RA",0,0.04,"B_with_time",200
"HigherCognition","Response","HigherCognition--Response",0,0.03,"B_with_time",200
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.03,"B_with_time",200
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.035,"B_with_time",200
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.04,"B_with_time",200
"IS","MedicationLoad","IS--MedicationLoad",0,0.035,"B_with_time",200
"IS","PriorECT","IS--PriorECT",0,0.025,"B_with_time",200
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.225,"B_with_time",200
"IS","RA","IS--RA",1,0.995,"B_with_time",200
"IS","Response","IS--Response",1,0.95,"B_with_time",200
"IS","SleepQuality","IS--SleepQuality",0,0.14,"B_with_time",200
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.025,"B_with_time",200
"IS","TxResistance","IS--TxResistance",0,0.24,"B_with_time",200
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.005,"B_with_time",200
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.045,"B_with_time",200
"MedicationLoad","RA","MedicationLoad--RA",0,0.03,"B_with_time",200
"MedicationLoad","Response","MedicationLoad--Response",0,0.015,"B_with_time",200
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.03,"B_with_time",200
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.035,"B_with_time",200
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,1,"B_with_time",200
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.055,"B_with_time",200
"PriorECT","RA","PriorECT--RA",0,0.025,"B_with_time",200
"PriorECT","Response","PriorECT--Response",0,0.045,"B_with_time",200
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.055,"B_with_time",200
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.035,"B_with_time",200
"PriorECT","TxResistance","PriorECT--TxResistance",1,1,"B_with_time",200
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.06,"B_with_time",200
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,1,"B_with_time",200
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.015,"B_with_time",200
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.025,"B_with_time",200
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.26,"B_with_time",200
"RA","Response","RA--Response",0,0.055,"B_with_time",200
"RA","SleepQuality","RA--SleepQuality",1,0.99,"B_with_time",200
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.045,"B_with_time",200
"RA","TxResistance","RA--TxResistance",0,0.03,"B_with_time",200
"Response","SleepQuality","Response--SleepQuality",0,0.07,"B_with_time",200
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.05,"B_with_time",200
"Response","TxResistance","Response--TxResistance",1,0.955,"B_with_time",200
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.03,"B_with_time",200
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.035,"B_with_time",200
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.025,"B_with_time",200
