"node1","node2","pair","true_label","frequency","network","n"
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.055,"A_baseline_only",100
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.09,"A_baseline_only",100
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.1,"A_baseline_only",100
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.91,"A_baseline_only",100
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,0.995,"A_baseline_only",100
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.04,"A_baseline_only",100
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.055,"A_baseline_only",100
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.04,"A_baseline_only",100
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.035,"A_baseline_only",100
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.02,"A_baseline_only",100
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.045,"A_baseline_only",100
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.07,"A_baseline_only",100
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.065,"A_baseline_only",100
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.055,"A_baseline_only",100
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.065,"A_baseline_only",100
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.07,"A_baseline_only",100
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.04,"A_baseline_only",100
"HigherCognition","IS","HigherCognition--IS",0,0.02,"A_baseline_only",100
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.015,"A_baseline_only",100
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.06,"A_baseline_only",100
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,1,"A_baseline_only",100
"HigherCognition","RA","HigherCognition--RA",0,0.015,"A_baseline_only",100
"HigherCognition","Response","HigherCognition--Response",0,0.06,"A_baseline_only",100
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.025,"A_baseline_only",100
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.05,"A_baseline_only",100
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.075,"A_baseline_only",100
"IS","MedicationLoad","IS--MedicationLoad",0,0.045,"A_baseline_only",100
"IS","PriorECT","IS--PriorECT",0,0.05,"A_baseline_only",100
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.09,"A_baseline_only",100
"IS","RA","IS--RA",1,0.99,"A_baseline_only",100
"IS","Response","IS--Response",1,0.68,"A_baseline_only",100
"IS","SleepQuality","IS--SleepQuality",0,0.13,"A_baseline_only",100
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.035,"A_baseline_only",100
"IS","TxResistance","IS--TxResistance",0,0.075,"A_baseline_only",100
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.065,"A_baseline_only",100
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.045,"A_baseline_only",100
"MedicationLoad","RA","MedicationLoad--RA",0,0.055,"A_baseline_only",100
"MedicationLoad","Response","MedicationLoad--Response",0,0.04,"A_baseline_only",100
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.065,"A_baseline_only",100
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.055,"A_baseline_only",100
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,0.855,"A_baseline_only",100
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.04,"A_baseline_only",100
"PriorECT","RA","PriorECT--RA",0,0.055,"A_baseline_only",100
"PriorECT","Response","PriorECT--Response",0,0.08,"A_baseline_only",100
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.045,"A_baseline_only",100
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.025,"A_baseline_only",100
"PriorECT","TxResistance","PriorECT--TxResistance",1,0.88,"A_baseline_only",100
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.065,"A_baseline_only",100
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,0.53,"A_baseline_only",100
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.05,"A_baseline_only",100
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.03,"A_baseline_only",100
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.085,"A_baseline_only",100
"RA","Response","RA--Response",0,0.065,"A_baseline_only",100
"RA","SleepQuality","RA--SleepQuality",1,0.805,"A_baseline_only",100
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.01,"A_baseline_only",100
"RA","TxResistance","RA--TxResistance",0,0.03,"A_baseline_only",100
"Response","SleepQuality","Response--SleepQuality",0,0.085,"A_baseline_only",100
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.05,"A_baseline_only",100
"Response","TxResistance","Response--TxResistance",1,0.93,"A_baseline_only",100
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.08,"A_baseline_only",100
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.045,"A_baseline_only",100
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.04,"A_baseline_only",100
"Age","BaselineSeverity","Age--BaselineSeverity",0,0.03,"A_baseline_only",200
"Age","ChildhoodTrauma","Age--ChildhoodTrauma",0,0.015,"A_baseline_only",200
"Age","Chronicity","Age--Chronicity",1,0.99,"A_baseline_only",200
"Age","ComorbidAnxiety","Age--ComorbidAnxiety",0,0.01,"A_baseline_only",200
"Age","FunctionalImpairment","Age--FunctionalImpairment",0,0.025,"A_baseline_only",200
"Age","HigherCognition","Age--HigherCognition",1,1,"A_baseline_only",200
"Age","IS","Age--IS",0,0.015,"A_baseline_only",200
"Age","MedicationLoad","Age--MedicationLoad",0,0.03,"A_baseline_only",200
"Age","PriorECT","Age--PriorECT",0,0.015,"A_baseline_only",200
"Age","PsychomotorSpeed","Age--PsychomotorSpeed",1,0.085,"A_baseline_only",200
"Age","RA","Age--RA",0,0.03,"A_baseline_only",200
"Age","Response","Age--Response",0,0.045,"A_baseline_only",200
"Age","SleepQuality","Age--SleepQuality",0,0.02,"A_baseline_only",200
"Age","SuicidalIdeation","Age--SuicidalIdeation",0,0.035,"A_baseline_only",200
"Age","TxResistance","Age--TxResistance",0,0.08,"A_baseline_only",200
"BaselineSeverity","ChildhoodTrauma","BaselineSeverity--ChildhoodTrauma",0,0.045,"A_baseline_only",200
"BaselineSeverity","Chronicity","BaselineSeverity--Chronicity",1,1,"A_baseline_only",200
"BaselineSeverity","ComorbidAnxiety","BaselineSeverity--ComorbidAnxiety",1,0.595,"A_baseline_only",200
"BaselineSeverity","FunctionalImpairment","BaselineSeverity--FunctionalImpairment",1,1,"A_baseline_only",200
"BaselineSeverity","HigherCognition","BaselineSeverity--HigherCognition",0,0.165,"A_baseline_only",200
"BaselineSeverity","IS","BaselineSeverity--IS",1,0.93,"A_baseline_only",200
"BaselineSeverity","MedicationLoad","BaselineSeverity--MedicationLoad",0,0.025,"A_baseline_only",200
"BaselineSeverity","PriorECT","BaselineSeverity--PriorECT",0,0.03,"A_baseline_only",200
"BaselineSeverity","PsychomotorSpeed","BaselineSeverity--PsychomotorSpeed",1,0.975,"A_baseline_only",200
"BaselineSeverity","RA","BaselineSeverity--RA",0,0,"A_baseline_only",200
"BaselineSeverity","Response","BaselineSeverity--Response",1,0.98,"A_baseline_only",200
"BaselineSeverity","SleepQuality","BaselineSeverity--SleepQuality",1,0.99,"A_baseline_only",200
"BaselineSeverity","SuicidalIdeation","BaselineSeverity--SuicidalIdeation",1,1,"A_baseline_only",200
"BaselineSeverity","TxResistance","BaselineSeverity--TxResistance",0,0.05,"A_baseline_only",200
"ChildhoodTrauma","Chronicity","ChildhoodTrauma--Chronicity",0,0.035,"A_baseline_only",200
"ChildhoodTrauma","ComorbidAnxiety","ChildhoodTrauma--ComorbidAnxiety",1,1,"A_baseline_only",200
"ChildhoodTrauma","FunctionalImpairment","ChildhoodTrauma--FunctionalImpairment",0,0.035,"A_baseline_only",200
"ChildhoodTrauma","HigherCognition","ChildhoodTrauma--HigherCognition",0,0.015,"A_baseline_only",200
"ChildhoodTrauma","IS","ChildhoodTrauma--IS",0,0.015,"A_baseline_only",200
"ChildhoodTrauma","MedicationLoad","ChildhoodTrauma--MedicationLoad",0,0.03,"A_baseline_only",200
"ChildhoodTrauma","PriorECT","ChildhoodTrauma--PriorECT",0,0.02,"A_baseline_only",200
"ChildhoodTrauma","PsychomotorSpeed","ChildhoodTrauma--PsychomotorSpeed",0,0.04,"A_baseline_only",200
"ChildhoodTrauma","RA","ChildhoodTrauma--RA",0,0.035,"A_baseline_only",200
"ChildhoodTrauma","Response","ChildhoodTrauma--Response",0,0.005,"A_baseline_only",200
"ChildhoodTrauma","SleepQuality","ChildhoodTrauma--SleepQuality",0,0.01,"A_baseline_only",200
"ChildhoodTrauma","SuicidalIdeation","ChildhoodTrauma--SuicidalIdeation",1,0.995,"A_baseline_only",200
"ChildhoodTrauma","TxResistance","ChildhoodTrauma--TxResistance",0,0.03,"A_baseline_only",200
"Chronicity","ComorbidAnxiety","Chronicity--ComorbidAnxiety",0,0.385,"A_baseline_only",200
"Chronicity","FunctionalImpairment","Chronicity--FunctionalImpairment",0,0.04,"A_baseline_only",200
"Chronicity","HigherCognition","Chronicity--HigherCognition",0,0.015,"A_baseline_only",200
"Chronicity","IS","Chronicity--IS",0,0.04,"A_baseline_only",200
"Chronicity","MedicationLoad","Chronicity--MedicationLoad",0,0,"A_baseline_only",200
"Chronicity","PriorECT","Chronicity--PriorECT",0,0.035,"A_baseline_only",200
"Chronicity","PsychomotorSpeed","Chronicity--PsychomotorSpeed",0,0.05,"A_baseline_only",200
"Chronicity","RA","Chronicity--RA",0,0.01,"A_baseline_only",200
"Chronicity","Response","Chronicity--Response",0,0.095,"A_baseline_only",200
"Chronicity","SleepQuality","Chronicity--SleepQuality",0,0.06,"A_baseline_only",200
"Chronicity","SuicidalIdeation","Chronicity--SuicidalIdeation",0,0.025,"A_baseline_only",200
"Chronicity","TxResistance","Chronicity--TxResistance",1,0.98,"A_baseline_only",200
"ComorbidAnxiety","FunctionalImpairment","ComorbidAnxiety--FunctionalImpairment",0,0.025,"A_baseline_only",200
"ComorbidAnxiety","HigherCognition","ComorbidAnxiety--HigherCognition",0,0.07,"A_baseline_only",200
"ComorbidAnxiety","IS","ComorbidAnxiety--IS",0,0.11,"A_baseline_only",200
"ComorbidAnxiety","MedicationLoad","ComorbidAnxiety--MedicationLoad",0,0.055,"A_baseline_only",200
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.03,"A_baseline_only",200
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.095,"A_baseline_only",200
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.125,"A_baseline_only",200
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.99,"A_baseline_only",200
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,1,"A_baseline_only",200
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.02,"A_baseline_only",200
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.06,"A_baseline_only",200
"FunctionalImpairment","HigherCognition","FunctionalImpairment--HigherCognition",0,0.045,"A_baseline_only",200
"FunctionalImpairment","IS","FunctionalImpairment--IS",0,0.04,"A_baseline_only",200
"FunctionalImpairment","MedicationLoad","FunctionalImpairment--MedicationLoad",0,0.04,"A_baseline_only",200
"FunctionalImpairment","PriorECT","FunctionalImpairment--PriorECT",0,0.015,"A_baseline_only",200
"FunctionalImpairment","PsychomotorSpeed","FunctionalImpairment--PsychomotorSpeed",0,0.015,"A_baseline_only",200
"FunctionalImpairment","RA","FunctionalImpairment--RA",0,0.05,"A_baseline_only",200
"FunctionalImpairment","Response","FunctionalImpairment--Response",0,0.055,"A_baseline_only",200
"FunctionalImpairment","SleepQuality","FunctionalImpairment--SleepQuality",0,0.025,"A_baseline_only",200
"FunctionalImpairment","SuicidalIdeation","FunctionalImpairment--SuicidalIdeation",0,0.035,"A_baseline_only",200
"FunctionalImpairment","TxResistance","FunctionalImpairment--TxResistance",0,0.03,"A_baseline_only",200
"HigherCognition","IS","HigherCognition--IS",0,0.045,"A_baseline_only",200
"HigherCognition","MedicationLoad","HigherCognition--MedicationLoad",0,0.04,"A_baseline_only",200
"HigherCognition","PriorECT","HigherCognition--PriorECT",0,0.01,"A_baseline_only",200
"HigherCognition","PsychomotorSpeed","HigherCognition--PsychomotorSpeed",1,1,"A_baseline_only",200
"HigherCognition","RA","HigherCognition--RA",0,0.045,"A_baseline_only",200
"HigherCognition","Response","HigherCognition--Response",0,0.045,"A_baseline_only",200
"HigherCognition","SleepQuality","HigherCognition--SleepQuality",0,0.055,"A_baseline_only",200
"HigherCognition","SuicidalIdeation","HigherCognition--SuicidalIdeation",0,0.005,"A_baseline_only",200
"HigherCognition","TxResistance","HigherCognition--TxResistance",0,0.055,"A_baseline_only",200
"IS","MedicationLoad","IS--MedicationLoad",0,0.02,"A_baseline_only",200
"IS","PriorECT","IS--PriorECT",0,0.06,"A_baseline_only",200
"IS","PsychomotorSpeed","IS--PsychomotorSpeed",0,0.055,"A_baseline_only",200
"IS","RA","IS--RA",1,1,"A_baseline_only",200
"IS","Response","IS--Response",1,0.905,"A_baseline_only",200
"IS","SleepQuality","IS--SleepQuality",0,0.1,"A_baseline_only",200
"IS","SuicidalIdeation","IS--SuicidalIdeation",0,0.03,"A_baseline_only",200
"IS","TxResistance","IS--TxResistance",0,0.1,"A_baseline_only",200
"MedicationLoad","PriorECT","MedicationLoad--PriorECT",0,0.03,"A_baseline_only",200
"MedicationLoad","PsychomotorSpeed","MedicationLoad--PsychomotorSpeed",0,0.045,"A_baseline_only",200
"MedicationLoad","RA","MedicationLoad--RA",0,0.04,"A_baseline_only",200
"MedicationLoad","Response","MedicationLoad--Response",0,0.01,"A_baseline_only",200
"MedicationLoad","SleepQuality","MedicationLoad--SleepQuality",0,0.015,"A_baseline_only",200
"MedicationLoad","SuicidalIdeation","MedicationLoad--SuicidalIdeation",0,0.03,"A_baseline_only",200
"MedicationLoad","TxResistance","MedicationLoad--TxResistance",1,1,"A_baseline_only",200
"PriorECT","PsychomotorSpeed","PriorECT--PsychomotorSpeed",0,0.03,"A_baseline_only",200
"PriorECT","RA","PriorECT--RA",0,0.025,"A_baseline_only",200
"PriorECT","Response","PriorECT--Response",0,0.025,"A_baseline_only",200
"PriorECT","SleepQuality","PriorECT--SleepQuality",0,0.025,"A_baseline_only",200
"PriorECT","SuicidalIdeation","PriorECT--SuicidalIdeation",0,0.025,"A_baseline_only",200
"PriorECT","TxResistance","PriorECT--TxResistance",1,0.995,"A_baseline_only",200
"PsychomotorSpeed","RA","PsychomotorSpeed--RA",0,0.035,"A_baseline_only",200
"PsychomotorSpeed","Response","PsychomotorSpeed--Response",1,0.745,"A_baseline_only",200
"PsychomotorSpeed","SleepQuality","PsychomotorSpeed--SleepQuality",0,0.035,"A_baseline_only",200
"PsychomotorSpeed","SuicidalIdeation","PsychomotorSpeed--SuicidalIdeation",0,0.03,"A_baseline_only",200
"PsychomotorSpeed","TxResistance","PsychomotorSpeed--TxResistance",0,0.09,"A_baseline_only",200
"RA","Response","RA--Response",0,0.07,"A_baseline_only",200
"RA","SleepQuality","RA--SleepQuality",1,0.945,"A_baseline_only",200
"RA","SuicidalIdeation","RA--SuicidalIdeation",0,0.02,"A_baseline_only",200
"RA","TxResistance","RA--TxResistance",0,0.02,"A_baseline_only",200
"Response","SleepQuality","Response--SleepQuality",0,0.03,"A_baseline_only",200
"Response","SuicidalIdeation","Response--SuicidalIdeation",0,0.03,"A_baseline_only",200
"Response","TxResistance","Response--TxResistance",1,1,"A_baseline_only",200
"SleepQuality","SuicidalIdeation","SleepQuality--SuicidalIdeation",0,0.03,"A_baseline_only",200
"SleepQuality","TxResistance","SleepQuality--TxResistance",0,0.04,"A_baseline_only",200
"SuicidalIdeation","TxResistance","SuicidalIdeation--TxResistance",0,0.03,"A_baseline_only",200
"Age","BaselineSeverity","Age--BaselineSeverity",0,0.215,"B_with_time",20
"Age","ChildhoodTrauma","Age--ChildhoodTrauma",0,0.12,"B_with_time",20
"Age","Chronicity","Age--Chronicity",1,0.675,"B_with_time",20
"Age","ComorbidAnxiety","Age--ComorbidAnxiety",0,0.17,"B_with_time",20
"Age","EarlyActigraphyChange","Age--EarlyActigraphyChange",0,0.115,"B_with_time",20
"Age","EarlyMADRSChange","Age--EarlyMADRSChange",0,0.165,"B_with_time",20
"Age","EarlySleepChange","Age--EarlySleepChange",0,0.17,"B_with_time",20
"Age","FunctionalImpairment","Age--FunctionalImpairment",0,0.13,"B_with_time",20
"Age","HigherCognition","Age--HigherCognition",1,0.32,"B_with_time",20
"Age","IS","Age--IS",0,0.165,"B_with_time",20
"Age","MedicationLoad","Age--MedicationLoad",0,0.115,"B_with_time",20
"Age","PriorECT","Age--PriorECT",0,0.165,"B_with_time",20
"Age","PsychomotorSpeed","Age--PsychomotorSpeed",1,0.505,"B_with_time",20
"Age","RA","Age--RA",0,0.13,"B_with_time",20
"Age","Response","Age--Response",0,0.19,"B_with_time",20
"Age","SleepQuality","Age--SleepQuality",0,0.085,"B_with_time",20
"Age","SuicidalIdeation","Age--SuicidalIdeation",0,0.13,"B_with_time",20
"Age","TxResistance","Age--TxResistance",0,0.205,"B_with_time",20
"BaselineSeverity","ChildhoodTrauma","BaselineSeverity--ChildhoodTrauma",0,0.115,"B_with_time",20
"BaselineSeverity","Chronicity","BaselineSeverity--Chronicity",1,0.555,"B_with_time",20
"BaselineSeverity","ComorbidAnxiety","BaselineSeverity--ComorbidAnxiety",1,0.33,"B_with_time",20
"BaselineSeverity","EarlyActigraphyChange","BaselineSeverity--EarlyActigraphyChange",0,0.18,"B_with_time",20
"BaselineSeverity","EarlyMADRSChange","BaselineSeverity--EarlyMADRSChange",1,0.4,"B_with_time",20
"BaselineSeverity","EarlySleepChange","BaselineSeverity--EarlySleepChange",0,0.145,"B_with_time",20
"BaselineSeverity","FunctionalImpairment","BaselineSeverity--FunctionalImpairment",1,0.615,"B_with_time",20
"BaselineSeverity","HigherCognition","BaselineSeverity--HigherCognition",0,0.17,"B_with_time",20
"BaselineSeverity","IS","BaselineSeverity--IS",1,0.395,"B_with_time",20
"BaselineSeverity","MedicationLoad","BaselineSeverity--MedicationLoad",0,0.155,"B_with_time",20
"BaselineSeverity","PriorECT","BaselineSeverity--PriorECT",0,0.17,"B_with_time",20
"BaselineSeverity","PsychomotorSpeed","BaselineSeverity--PsychomotorSpeed",1,0.3,"B_with_time",20
"BaselineSeverity","RA","BaselineSeverity--RA",0,0.165,"B_with_time",20
"BaselineSeverity","Response","BaselineSeverity--Response",1,0.565,"B_with_time",20
"BaselineSeverity","SleepQuality","BaselineSeverity--SleepQuality",1,0.255,"B_with_time",20
"BaselineSeverity","SuicidalIdeation","BaselineSeverity--SuicidalIdeation",1,0.475,"B_with_time",20
"BaselineSeverity","TxResistance","BaselineSeverity--TxResistance",0,0.22,"B_with_time",20
"ChildhoodTrauma","Chronicity","ChildhoodTrauma--Chronicity",0,0.155,"B_with_time",20
"ChildhoodTrauma","ComorbidAnxiety","ChildhoodTrauma--ComorbidAnxiety",1,0.61,"B_with_time",20
"ChildhoodTrauma","EarlyActigraphyChange","ChildhoodTrauma--EarlyActigraphyChange",0,0.13,"B_with_time",20
"ChildhoodTrauma","EarlyMADRSChange","ChildhoodTrauma--EarlyMADRSChange",0,0.11,"B_with_time",20
"ChildhoodTrauma","EarlySleepChange","ChildhoodTrauma--EarlySleepChange",0,0.13,"B_with_time",20
"ChildhoodTrauma","FunctionalImpairment","ChildhoodTrauma--FunctionalImpairment",0,0.125,"B_with_time",20
"ChildhoodTrauma","HigherCognition","ChildhoodTrauma--HigherCognition",0,0.145,"B_with_time",20
"ChildhoodTrauma","IS","ChildhoodTrauma--IS",0,0.12,"B_with_time",20
"ChildhoodTrauma","MedicationLoad","ChildhoodTrauma--MedicationLoad",0,0.15,"B_with_time",20
"ChildhoodTrauma","PriorECT","ChildhoodTrauma--PriorECT",0,0.165,"B_with_time",20
"ChildhoodTrauma","PsychomotorSpeed","ChildhoodTrauma--PsychomotorSpeed",0,0.215,"B_with_time",20
"ChildhoodTrauma","RA","ChildhoodTrauma--RA",0,0.13,"B_with_time",20
"ChildhoodTrauma","Response","ChildhoodTrauma--Response",0,0.185,"B_with_time",20
"ChildhoodTrauma","SleepQuality","ChildhoodTrauma--SleepQuality",0,0.17,"B_with_time",20
"ChildhoodTrauma","SuicidalIdeation","ChildhoodTrauma--SuicidalIdeation",1,0.54,"B_with_time",20
"ChildhoodTrauma","TxResistance","ChildhoodTrauma--TxResistance",0,0.165,"B_with_time",20
"Chronicity","ComorbidAnxiety","Chronicity--ComorbidAnxiety",0,0.16,"B_with_time",20
"Chronicity","EarlyActigraphyChange","Chronicity--EarlyActigraphyChange",0,0.125,"B_with_time",20
"Chronicity","EarlyMADRSChange","Chronicity--EarlyMADRSChange",0,0.17,"B_with_time",20
"Chronicity","EarlySleepChange","Chronicity--EarlySleepChange",0,0.15,"B_with_time",20
"Chronicity","FunctionalImpairment","Chronicity--FunctionalImpairment",0,0.185,"B_with_time",20
"Chronicity","HigherCognition","Chronicity--HigherCognition",0,0.19,"B_with_time",20
"Chronicity","IS","Chronicity--IS",0,0.195,"B_with_time",20
"Chronicity","MedicationLoad","Chronicity--MedicationLoad",0,0.2,"B_with_time",20
"Chronicity","PriorECT","Chronicity--PriorECT",0,0.19,"B_with_time",20
"Chronicity","PsychomotorSpeed","Chronicity--PsychomotorSpeed",0,0.12,"B_with_time",20
"Chronicity","RA","Chronicity--RA",0,0.14,"B_with_time",20
"Chronicity","Response","Chronicity--Response",0,0.15,"B_with_time",20
"Chronicity","SleepQuality","Chronicity--SleepQuality",0,0.165,"B_with_time",20
"Chronicity","SuicidalIdeation","Chronicity--SuicidalIdeation",0,0.155,"B_with_time",20
"Chronicity","TxResistance","Chronicity--TxResistance",1,0.4,"B_with_time",20
"ComorbidAnxiety","EarlyActigraphyChange","ComorbidAnxiety--EarlyActigraphyChange",1,0.395,"B_with_time",20
"ComorbidAnxiety","EarlyMADRSChange","ComorbidAnxiety--EarlyMADRSChange",0,0.205,"B_with_time",20
"ComorbidAnxiety","EarlySleepChange","ComorbidAnxiety--EarlySleepChange",0,0.165,"B_with_time",20
"ComorbidAnxiety","FunctionalImpairment","ComorbidAnxiety--FunctionalImpairment",0,0.16,"B_with_time",20
"ComorbidAnxiety","HigherCognition","ComorbidAnxiety--HigherCognition",0,0.165,"B_with_time",20
"ComorbidAnxiety","IS","ComorbidAnxiety--IS",0,0.2,"B_with_time",20
"ComorbidAnxiety","MedicationLoad","ComorbidAnxiety--MedicationLoad",0,0.155,"B_with_time",20
"ComorbidAnxiety","PriorECT","ComorbidAnxiety--PriorECT",0,0.175,"B_with_time",20
"ComorbidAnxiety","PsychomotorSpeed","ComorbidAnxiety--PsychomotorSpeed",0,0.195,"B_with_time",20
"ComorbidAnxiety","RA","ComorbidAnxiety--RA",0,0.15,"B_with_time",20
"ComorbidAnxiety","Response","ComorbidAnxiety--Response",1,0.545,"B_with_time",20
"ComorbidAnxiety","SleepQuality","ComorbidAnxiety--SleepQuality",1,0.475,"B_with_time",20
"ComorbidAnxiety","SuicidalIdeation","ComorbidAnxiety--SuicidalIdeation",0,0.235,"B_with_time",20
"ComorbidAnxiety","TxResistance","ComorbidAnxiety--TxResistance",0,0.165,"B_with_time",20
"EarlyActigraphyChange","EarlyMADRSChange","EarlyActigraphyChange--EarlyMADRSChange",0,0.2,"B_with_time",20
"EarlyActigraphyChange","EarlySleepChange","EarlyActigraphyChange--EarlySleepChange",0,0.165,"B_with_time",20
"EarlyActigraphyChange","FunctionalImpairment","EarlyActigraphyChange--FunctionalImpairment",0,0.125,"B_with_time",20
"EarlyActigraphyChange","HigherCognition","EarlyActigraphyChange--HigherCognition",0,0.11,"B_with_time",20
"EarlyActigraphyChange","IS","EarlyActigraphyChange--IS",0,0.16,"B_with_time",20
"EarlyActigraphyChange","MedicationLoad","EarlyActigraphyChange--MedicationLoad",0,0.115,"B_with_time",20
"EarlyActigraphyChange","PriorECT","EarlyActigraphyChange--PriorECT",0,0.17,"B_with_time",20
"EarlyActigraphyChange","PsychomotorSpeed","EarlyActigraphyChange--PsychomotorSpeed",0,0.21,"B_with_time",20
"EarlyActigraphyChange","RA","EarlyActigraphyChange--RA",1,0.66,"B_with_time",20
"EarlyActigraphyChange","Response","EarlyActigraphyChange--Response",1,0.64,"B_with_time",20
"EarlyActigraphyChange","SleepQuality","EarlyActigraphyChange--SleepQuality",0,0.15,"B_with_time",20
"EarlyActigraphyChange","SuicidalIdeation","EarlyActigraphyChange--SuicidalIdeation",0,0.13,"B_with_time",20
"EarlyActigraphyChange","TxResistance","EarlyActigraphyChange--TxResistance",0,0.16,"B_with_time",20
"EarlyMADRSChange","EarlySleepChange","EarlyMADRSChange--EarlySleepChange",0,0.155,"B_with_time",20
"EarlyMADRSChange","FunctionalImpairment","EarlyMADRSChange--FunctionalImpairment",0,0.19,"B_with_time",20
"EarlyMADRSChange","HigherCognition","EarlyMADRSChange--HigherCognition",0,0.21,"B_with_time",20
"EarlyMADRSChange","IS","EarlyMADRSChange--IS",0,0.19,"B_with_time",20
"EarlyMADRSChange","MedicationLoad","EarlyMADRSChange--MedicationLoad",0,0.15,"B_with_time",20
"EarlyMADRSChange","PriorECT","EarlyMADRSChange--PriorECT",0,0.15,"B_with_time",20
"EarlyMADRSChange","PsychomotorSpeed","EarlyMADRSChange--PsychomotorSpeed",0,0.17,"B_with_time",20
"EarlyMADRSChange","RA","EarlyMADRSChange--RA",0,0.14,"B_with_time",20
"EarlyMADRSChange","Response","EarlyMADRSChange--Response",1,0.735,"B_with_time",20
"EarlyMADRSChange","SleepQuality","EarlyMADRSChange--SleepQuality",0,0.155,"B_with_time",20
"EarlyMADRSChange","SuicidalIdeation","EarlyMADRSChange--SuicidalIdeation",0,0.21,"B_with_time",20
"EarlyMADRSChange","TxResistance","EarlyMADRSChange--TxResistance",1,0.31,"B_with_time",20
"EarlySleepChange","FunctionalImpairment","EarlySleepChange--FunctionalImpairment",0,0.135,"B_with_time",20
"EarlySleepChange","HigherCognition","EarlySleepChange--HigherCognition",0,0.125,"B_with_time",20
"EarlySleepChange","IS","EarlySleepChange--IS",0,0.225,"B_with_time",20
"EarlySleepChange","MedicationLoad","EarlySleepChange--MedicationLoad",0,0.105,"B_with_time",20
"EarlySleepChange","PriorECT","EarlySleepChange--PriorECT",0,0.155,"B_with_time",20
"EarlySleepChange","PsychomotorSpeed","EarlySleepChange--PsychomotorSpeed",0,0.16,"B_with_time",20
"EarlySleepChange","RA","EarlySleepChange--RA",0,0.175,"B_with_time",20
"EarlySleepChange","Response","EarlySleepChange--Response",0,0.21,"B_with_time",20
"EarlySleepChange","SleepQuality","EarlySleepChange--SleepQuality",1,0.555,"B_with_time",20
